City Claim #,Date Of Accident,Claim Status,Last Close Date,Dept/division,Category,Cause,NOC Demand,Paid Bi,Paid Pd
20-0937-001,4/5/2021,F,4/8/2021,Non-City Claim,Operations,Other,575.00,0.00,0.00
20-0981-001,4/5/2021,F,5/27/2021,Pub Wks- Solid Waste Field Services East,Operations,Damage by Mobile Equipment,300.00,0.00,300.00
20-1074-001,4/6/2021,F,5/26/2021,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,"2,200.00",0.00,"2,200.00"
20-1126-001,4/6/2021,F,6/21/2021,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,"2,500.00",0.00,"2,113.29"
20-0975-001,4/7/2021,F,5/12/2021,Police-Tactcl/Air/SAU/Bomb/K-9/Dntown Op,Police Vehicle,Struck Fixed Object,"1,321.58",0.00,"1,321.58"
20-1028-001,4/7/2021,F,5/5/2021,Pub Wks- Solid Waste Field Services West,Operations,Damage by Mobile Equipment,150.00,0.00,0.00
20-1078-001,4/7/2021,F,5/27/2021,Street- North Maint Dist,Operations,Debris/Object in Road,"1,371.00",0.00,0.00
20-0973-001,4/8/2021,F,5/3/2021,Police - Northern Precinct 200,Law Enforcement,Forced Entry,925.19,0.00,925.19
20-1044-001,4/8/2021,F,7/12/2021,Water Distrib - Reservoir Yard,Operations,Excavation Related,"5,000.00",0.00,0.00
20-1124-001,4/8/2021,O,,Pub Wks- Solid Waste Field Services Sout,Refuse/Garbage,Struck Fixed Object,"5,000.00",0.00,0.00
20-0986-001,4/9/2021,F,5/25/2021,Pub Wks- Solid Waste Field Services Sout,Refuse/Garbage,Struck Fixed Object,"1,160.00",0.00,"1,160.00"
20-1035-001,4/9/2021,F,6/30/2021,Police- Maryvale Precinct 800,Law Enforcement,Damage to Property,"1,750.00",0.00,0.00
20-1163-001,4/9/2021,O,,Police- Maryvale Precinct 800,Police Vehicle,Failure to Yield,"50,000.00",0.00,0.00
20-0974-001,4/11/2021,O,,Wastewtr Engineering & Construction Mgt,Operations,Debris/Object in Road,"5,977.65",0.00,0.00
20-0946-001,4/12/2021,F,6/29/2021,WSD- Wastewater Collection -  Blue Stake/Sewer Backups,Operations,Sewer Backup,,0.00,"14,741.61"
20-0987-001,4/12/2021,F,6/15/2021,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Backing,"6,137.41",0.00,"8,190.50"
20-0972-001,4/13/2021,F,4/27/2021,Street- Southwest Maint Dist,Operations,Pot Hole,761.19,0.00,0.00
20-1090-001,4/13/2021,O,,Street- Southeast Maint Dist,Operations,Damage by Mobile Equipment,250.00,0.00,0.00
20-1095-001,4/13/2021,F,6/3/2021,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,600.00,0.00,0.00
20-1178-001,4/13/2021,O,,Police- Maryvale Precinct 800,Police Vehicle,Backing,"1,935.98",0.00,0.00
21-0035-001,4/13/2021,O,,Police- Central City Precinct 500,Police Vehicle,Rear End,"16,649.38",0.00,0.00
20-1175-001,4/14/2021,O,,Police- Central City Precinct 500,Operations,Damage to Property/Injury to Persons,"16,913.57",0.00,0.00
20-0988-001,4/15/2021,F,7/2/2021,Street- North Maint Dist,Operations,Construction Area,500.00,0.00,0.00
20-1012-001,4/17/2021,F,4/30/2021,Street- Southeast Maint Dist,Operations,Tar/Paint/Oil,"3,000.00",0.00,0.00
20-1014-001,4/18/2021,F,6/18/2021,Parks- Northwest Division,Light Truck,Rear End,"8,500.00",0.00,844.71
20-1070-001,4/18/2021,F,6/28/2021,Street- Southwest Maint Dist,Operations,Pot Hole,"5,154.69",0.00,"2,950.00"
20-9009-001,4/19/2021,O,,Planning Director's Office - Admin,Public Officials,Negligent Plan Approval,,0.00,0.00
20-0979-001,4/20/2021,F,5/12/2021,Parks- Northeast Division,Operations,Damage by Mobile Equipment,"1,369.70",0.00,"1,369.70"
20-1063-001,4/20/2021,F,5/25/2021,Pub Wks- Solid Waste Field Services Sout,Refuse/Garbage,Struck Fixed Object,150.00,0.00,450.00
20-1141-001,4/20/2021,O,,Street- Southwest Maint Dist,Operations,Missing/Hit Cover,880.00,0.00,880.00
20-0984-001,4/21/2021,O,,Water Distrib - Corona Yard,Operations,Excavation Related,"1,956.45",0.00,0.00
20-1022-001,4/22/2021,F,5/5/2021,Street- Southwest Maint Dist,Operations,Construction Area,"8,756.83",0.00,0.00
20-1027-001,4/23/2021,O,,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Failure to Yield,"1,508.29",0.00,0.00
20-1092-001,4/23/2021,O,,Police- Admin/Fiscal-Mgt Svcs/Prof Stds,Police Vehicle,Struck Fixed Object,"1,699.65",0.00,0.00
20-1019-001,4/24/2021,O,,Water Distrib - Corona Yard,Operations,Water Main Break,,0.00,0.00
20-1089-001,4/24/2021,F,5/27/2021,Street- North Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","1,788.94",0.00,0.00
20-1134-001,4/26/2021,F,6/17/2021,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,750.00,0.00,750.00
20-1099-001,4/27/2021,O,,Police- Maryvale Precinct 800,Police Vehicle,Rear End,"2,353.09",0.00,0.00
20-1128-001,4/28/2021,F,6/15/2021,Pub Wks- Solid Waste Field Services Sout,Refuse/Garbage,Failure to Yield,810.43,0.00,810.43
21-0020-001,4/28/2021,F,7/9/2021,Pub Wks- Downtown-Metro Facil Mgt/Parkin,Premises,Maint. Building/Premises,"7,004.45",0.00,0.00
20-1033-001,4/29/2021,F,6/9/2021,Police- Central City Precinct 500,Law Enforcement,Excessive Force,"301,500.00",0.00,0.00
20-1039-001,4/29/2021,F,5/17/2021,Police- Central City Precinct 500,Law Enforcement,"Care, Custody, Control",675.00,0.00,0.00
20-1118-001,4/29/2021,F,6/21/2021,Fire- Admin/EMS/CAD-Alarm/Safety,Medium/Heavy,Struck Fixed Object,"1,150.00",0.00,"1,150.00"
20-1115-001,4/30/2021,F,6/23/2021,Pub Wks- Solid Waste Field Services West,Operations,Damage by Mobile Equipment,150.00,0.00,150.00
20-1103-001,5/1/2021,O,,Fire- Admin/EMS/CAD-Alarm/Safety,Medium/Heavy,Struck Fixed Object,"1,680.72",0.00,0.00
20-1086-001,5/3/2021,O,,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,34.19,0.00,359.19
21-0013-001,5/3/2021,O,,Police- Central City Precinct 500,Law Enforcement,Forced Entry,"1,805.43",0.00,0.00
20-1042-001,5/4/2021,F,6/10/2021,Water Distrib - Corona Yard,Operations,Sewer Backup,"60,714.00",0.00,0.00
20-1152-001,5/4/2021,F,6/23/2021,Pub Wks- Solid Waste Field Services East,Operations,Damage by Mobile Equipment,"1,450.00",0.00,"1,450.00"
20-1158-001,5/4/2021,O,,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,"3,280.00",0.00,0.00
20-1173-001,5/4/2021,O,,Water Distrib - Reservoir Yard,Operations,Excavation Related,"26,545.14",0.00,0.00
20-1075-001,5/5/2021,F,6/18/2021,Water Distrib - Morten Yard,Operations,Water Main Break,"2,550.00",0.00,"2,550.00"
20-1094-001,5/5/2021,F,6/15/2021,Street- Southwest Maint Dist,Operations,Pot Hole,391.96,0.00,391.96
20-1067-001,5/6/2021,O,,Pub Wks- Solid Waste Field Services West,Operations,Damage by Mobile Equipment,,0.00,516.20
20-1109-001,5/6/2021,O,,Police- Maryvale Precinct 800,Law Enforcement,Forced Entry,"4,454.75",0.00,0.00
20-1047-001,5/7/2021,F,5/25/2021,Pub Wks- Solid Waste Field Services Nort,Operations,Damage by Mobile Equipment,"2,600.00",0.00,"2,600.00"
20-1066-001,5/7/2021,F,6/7/2021,Pub Wks- Solid Waste Field Services East,Operations,Damage by Mobile Equipment,,0.00,995.00
20-1079-001,5/7/2021,F,7/6/2021,Street- Prev Maint/St Cleaning/Flooding,Light Truck,Failure to Yield,"4,627.68",0.00,"4,627.68"
20-1098-001,5/10/2021,F,5/27/2021,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Falling Load/Rock,"1,150.00",0.00,0.00
20-1146-001,5/10/2021,O,,Pub Wks- Solid Waste Field Services West,Operations,Damage by Mobile Equipment,"6,600.00",0.00,0.00
20-1156-001,5/11/2021,O,,Water Distrib - Reservoir Yard,Operations,Change Meter,"2,039.00",0.00,0.00
20-1130-001,5/12/2021,O,,Police-Inv/VCB-FIB-Drug Enf-OCB-Prop Cri,Law Enforcement,Failure/Negligent Investigation,"500,000.00",0.00,0.00
20-1084-001,5/13/2021,F,5/27/2021,Pub Wks- Solid Waste Field Services Nort,Operations,Damage by Mobile Equipment,250.00,0.00,0.00
20-1154-001,5/14/2021,O,,Police - Northern Precinct 200,Police Vehicle,Rear End,"43,000.00",0.00,0.00
20-1172-001,5/14/2021,F,6/25/2021,Aviation- Sky Harbor Airport/Terminals,Premises,Maint. Building/Premises,299.20,0.00,0.00
21-0008-001,5/14/2021,O,,Pub Wks- Solid Waste Field Services Nort,Operations,Damage by Mobile Equipment,125.00,0.00,0.00
20-1080-001,5/15/2021,O,,Police- Maryvale Precinct 800,Law Enforcement,Damage to Property,,0.00,0.00
20-1112-001,5/15/2021,F,6/4/2021,Street- Southwest Maint Dist,Operations,Construction Area,600.00,0.00,0.00
20-1174-001,5/16/2021,O,,Police- S. Mountain Precinct 400,Police Vehicle,Backing,"4,665.11",0.00,0.00
20-1108-001,5/17/2021,O,,Pub Wks- Solid Waste Field Services Sout,Refuse/Garbage,Struck Fixed Object,"20,000.00",0.00,0.00
20-1169-001,5/18/2021,O,,Pub Wks- Solid Waste Field Services Sout,Refuse/Garbage,Struck Fixed Object,"1,000.00",0.00,0.00
20-1097-001,5/19/2021,O,,Water Distrib - Corona Yard,Operations,Water Main Break,,0.00,0.00
20-9011-001,5/19/2021,O,,City Council- Admin,Public Officials,Public Officials Liability,,0.00,0.00
20-1105-001,5/20/2021,F,6/14/2021,Police-Tactcl/Air/SAU/Bomb/K-9/Dntown Op,Law Enforcement,Damage to Property,"1,853.00",0.00,"1,853.00"
20-1142-001,5/21/2021,O,,NSD- Neighborhood Preservation,Light Truck,Rear End,"2,500.00",0.00,0.00
20-1111-001,5/23/2021,F,6/30/2021,Street- Central Maintenance Dist,Operations,Pot Hole,366.60,0.00,0.00
20-1116-001,5/23/2021,F,6/21/2021,Street- North Maint Dist,Operations,Pot Hole,156.65,0.00,156.65
20-1171-001,5/23/2021,O,,Street- Southwest Maint Dist,Operations,Pot Hole,792.00,0.00,0.00
21-0005-001,5/24/2021,O,,Fire- Admin/EMS/CAD-Alarm/Safety,Medium/Heavy,Turning,"3,174.76",0.00,0.00
20-1120-001,5/26/2021,O,,Street- Southwest Maint Dist,Operations,Pot Hole,220.00,0.00,0.00
20-1167-001,5/26/2021,F,6/24/2021,Golf - All Golf Courses/Pros/Golf Ball Hits,Premises,Maint. Building/Premises,200.00,0.00,0.00
20-1131-001,5/27/2021,F,6/29/2021,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Struck Fixed Object,"4,500.00",0.00,"4,500.00"
20-1177-001,5/27/2021,O,,Fire- Admin/EMS/CAD-Alarm/Safety,Medium/Heavy,Struck Fixed Object,969.42,0.00,0.00
20-1144-001,5/31/2021,O,,Police- Central City Precinct 500,Police Vehicle,Failure to Yield,,0.00,0.00
21-0009-001,5/31/2021,O,,Pub Wks- Solid Waste Field Services Nort,Operations,Damage by Mobile Equipment,520.00,0.00,0.00
20-1121-001,6/1/2021,O,,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,,0.00,0.00
20-1165-001,6/1/2021,O,,Pub Wks- Solid Waste Field Services Nort,Operations,Damage by Mobile Equipment,"2,270.00",0.00,0.00
21-0024-001,6/1/2021,O,,Police-Tactcl/Air/SAU/Bomb/K-9/Dntown Op,Police Vehicle,Failure to Yield,"3,800.00",0.00,0.00
21-0027-001,6/1/2021,O,,Street- Southwest Maint Dist,Operations,Pot Hole,"1,425.27",0.00,0.00
20-1140-001,6/2/2021,F,6/14/2021,Street- Southwest Maint Dist,Operations,Tar/Paint/Oil,821.68,0.00,0.00
20-1155-001,6/2/2021,F,6/17/2021,Street- Southwest Maint Dist,Operations,Tar/Paint/Oil,772.00,0.00,0.00
21-0025-001,6/2/2021,O,,Street- Southwest Maint Dist,Operations,Tar/Paint/Oil,500.00,0.00,0.00
21-0033-001,6/3/2021,O,,Water Distrib - Reservoir Yard,Operations,Water Main Break,"3,422.50",0.00,0.00
20-1137-001,6/5/2021,F,6/17/2021,Golf - All Golf Courses/Pros/Golf Ball Hits,Premises,Golf Course Related,"1,600.00",0.00,0.00
20-1145-001,6/5/2021,O,,Pub Wks- Solid Waste Field Services Sout,Operations,Damage by Mobile Equipment,"24,600.00",0.00,"1,463.17"
21-0012-001,6/6/2021,O,,Street- Southeast Maint Dist,Operations,Missing/Hit Cover,391.38,0.00,0.00
20-1143-001,6/7/2021,O,,Pub Wks- Solid Waste Field Services East,Operations,Damage by Mobile Equipment,,0.00,"1,250.00"
20-1182-001,6/7/2021,O,,Pub Wks-Equipmt Mgt Adm/Service Ctr/Part,Medium/Heavy,Struck Fixed Object,"1,089.78",0.00,0.00
21-0003-001,6/7/2021,O,,Police- Maryvale Precinct 800,Police Vehicle,Backing,"1,200.00",0.00,0.00
20-1148-001,6/8/2021,F,7/9/2021,Water Distrib - Reservoir Yard,Operations,Water Main Break,,0.00,567.12
20-1153-001,6/8/2021,F,6/18/2021,Water Distrib - Reservoir Yard,Operations,Sewer Backup,,0.00,0.00
20-1149-001,6/9/2021,O,,Water Distrib - Morten Yard,Operations,Water Main Break,843.70,0.00,843.70
20-1149-002,6/9/2021,O,,Water Distrib - Morten Yard,Operations,Water Main Break,,0.00,0.00
20-1160-001,6/10/2021,O,,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Struck Fixed Object,"1,000.00",0.00,0.00
20-1192-001,6/10/2021,F,6/30/2021,Street- Southwest Maint Dist,Light Truck,Failure to Yield,"2,670.00",0.00,0.00
20-1193-001,6/10/2021,F,7/7/2021,Street- North Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way",849.99,0.00,0.00
20-1189-001,6/12/2021,F,7/7/2021,Street- Central Maintenance Dist,Operations,Debris/Object in Road,281.70,0.00,0.00
21-0017-001,6/12/2021,O,,Aviation- Sky Harbor Airport/Terminals,Premises,Maint. Building/Premises,"15,000.00",0.00,0.00
21-0010-001,6/14/2021,O,,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,"6,000.00",0.00,0.00
21-0023-001,6/14/2021,O,,Water Distrib - Reservoir Yard,Operations,Construction Area,"4,965.99",0.00,0.00
20-1168-001,6/15/2021,F,7/9/2021,Street- North Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","1,450.00",0.00,0.00
20-1166-001,6/16/2021,O,,Pub Wks- Solid Waste Field Services Sout,Refuse/Garbage,Struck Fixed Object,650.00,0.00,0.00
20-1184-001,6/17/2021,O,,Water Distrib - Reservoir Yard,Operations,Damage to Property/Injury to Persons,748.86,0.00,0.00
21-0018-001,6/18/2021,O,,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Struck Fixed Object,"3,405.00",0.00,0.00
21-0021-001,6/18/2021,O,,Unknown Dept/Temporary Use Only,Light Truck,Falling Load/Rock,"2,129.90",0.00,0.00
21-0028-001,6/18/2021,O,,Police- Desert Horizon Precinct 600,Police Vehicle,Failure to Yield,"22,345.54",0.00,0.00
21-0015-001,6/20/2021,O,,Aviation- Sky Harbor Airport/Terminals,Premises,Maint. Building/Premises,"6,030.70",0.00,0.00
20-1180-001,6/21/2021,O,,Pub Wks- Solid Waste Field Services Nort,Operations,Damage by Mobile Equipment,"1,000.00",0.00,0.00
20-1186-001,6/21/2021,O,,Library- Admin,Premises,Maint. Building/Premises,"3,000.00",0.00,0.00
21-0002-001,6/21/2021,O,,Pub Wks- Solid Waste Field Services East,Operations,Debris/Object in Road,500.00,0.00,0.00
20-1187-001,6/23/2021,O,,Street- Central Maintenance Dist,Operations,Tar/Paint/Oil,450.00,0.00,0.00
20-1194-001,6/23/2021,O,,Water Distrib - Reservoir Yard,Operations,Water Main Break,,0.00,0.00
20-1194-002,6/23/2021,O,,Water Distrib - Reservoir Yard,Operations,Water Main Break,,0.00,0.00
21-0036-001,6/27/2021,O,,Water Distrib - Morten Yard,Operations,Water Main Break,"7,500.00",0.00,0.00
21-0036-002,6/27/2021,O,,Water Distrib - Morten Yard,Operations,Water Main Break,"8,500.00",0.00,0.00
21-0036-003,6/27/2021,O,,Water Distrib - Morten Yard,Operations,Water Main Break,"5,000.00",0.00,0.00
21-0006-001,6/29/2021,O,,Police- Maryvale Precinct 800,Law Enforcement,Shooting,,0.00,0.00
21-0007-001,6/30/2021,O,,Pub Wks- Solid Waste Field Services Sout,Refuse/Garbage,Struck Fixed Object,,0.00,0.00
21-0026-001,6/30/2021,O,,Street- Central Maintenance Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","2,047.26",0.00,0.00
