Date,Department,Product Name,Page Views,Adds to Cart,Purchases,Number of Products Purchased
2025-01-05,"Home & Garden","Throw Pillow",757,491,235,705
2025-01-05,"Electronics","PureNature USB-C Cable",9585,6257,4164,12492
2025-01-05,"Home & Garden","Cutting Board",7537,3762,374,1122
2025-01-05,"Books","Biography",52,21,19,38
2025-01-05,"Clothing","Yoga Pants",1294,760,85,85
2025-01-05,"Books","ModernLiving Poetry Collection",7439,1387,806,1612
2025-01-05,"Clothing","Denim Jeans",2464,1869,333,999
2025-01-05,"Sports & Fitness","ClassicWear Swimming Goggles",7394,3834,1103,3309
2025-01-05,"Food & Beverages","Trail Mix",8071,5807,1285,3855
2025-01-05,"Electronics","SmartChoice Smart Watch",5329,753,465,1395
2025-01-05,"Electronics","Screen Protector",8671,7724,635,1905
2025-01-05,"Food & Beverages","Peanut Butter",5838,5245,2028,4056
2025-01-05,"Toys","White Card Game",1582,842,68,136
2025-01-05,"Home & Garden","Pink Table Lamp",7350,3440,2656,5312
2025-01-05,"Toys","Stuffed Animal",2987,1969,583,1166
2025-01-05,"Toys","Black LEGO Set",6717,3621,1307,1307
2025-01-05,"Home & Garden","16oz Cutting Board",2768,2278,454,454
2025-01-05,"Clothing","ClassicWear Backpack",5636,3109,1036,2072
2025-01-05,"Electronics","Power Bank",5935,2940,1241,1241
2025-01-05,"Toys","Musical Instrument",4136,2218,1762,3524
2025-01-05,"Clothing","16oz Backpack",7979,1175,426,426
2025-01-05,"Clothing","Leather Belt",2040,1706,573,573
2025-01-05,"Beauty","Perfume",6948,3977,888,2664
2025-01-05,"Electronics","HDMI Cable",9285,7997,2924,8772
2025-01-05,"Toys","Action Figure",5039,983,278,278
2025-01-05,"Books","Art Book",5827,1824,684,684
2025-01-06,"Books","Fantasy Series",9280,5018,724,1448
2025-01-06,"Electronics","Wireless Headphones",9729,4035,1257,3771
2025-01-06,"Beauty","Deluxe Serum",2882,1548,1320,1320
2025-01-06,"Beauty","Gray Eye Shadow Palette",7534,2880,1995,5985
2025-01-06,"Beauty","Foundation",4292,2022,184,368
2025-01-06,"Clothing","Sunglasses",2935,2204,1035,2070
2025-01-06,"Electronics","Keyboard",3366,661,207,207
2025-01-06,"Home & Garden","Utensil Set",9815,7358,4566,4566
2025-01-06,"Home & Garden","XL Utensil Set",8322,4745,824,2472
2025-01-06,"Home & Garden","FitLife Wall Art",2123,341,161,483
2025-01-06,"Electronics","Phone Case",1304,819,70,140
2025-01-06,"Beauty","Perfume",5724,5006,975,1950
2025-01-06,"Home & Garden","Curtains",8368,4502,358,716
2025-01-06,"Home & Garden","Area Rug",4068,1223,1205,3615
2025-01-06,"Beauty","StyleHub Face Moisturizer",5680,1574,269,269
2025-01-06,"Home & Garden","Candle Set",4827,2876,633,633
2025-01-06,"Sports & Fitness","White Yoga Mat",297,187,27,81
2025-01-06,"Clothing","Running Shoes",6384,3599,3194,9582
2025-01-06,"Home & Garden","White Towel Set",5055,4696,2927,8781
2025-01-06,"Beauty","EcoStyle Perfume",6814,6007,2349,7047
2025-01-06,"Toys","Small Action Figure",8162,3533,1608,3216
2025-01-06,"Electronics","Laptop Bag",8335,3100,513,1026
2025-01-06,"Food & Beverages","Protein Bars",574,498,73,146
2025-01-06,"Sports & Fitness","Jump Rope",8926,7863,4042,12126
2025-01-06,"Food & Beverages","Energy Drinks Pack",3811,1021,289,289
2025-01-06,"Toys","White Card Game",3343,1157,306,306
2025-01-06,"Beauty","TechCore Body Lotion",2198,1995,747,2241
2025-01-06,"Food & Beverages","Honey Jar",4430,3282,1874,5622
2025-01-06,"Clothing","Gloves",7981,6648,1152,3456
2025-01-06,"Food & Beverages","FitLife Dark Chocolate",885,363,68,68
2025-01-06,"Food & Beverages","Olive Oil",9401,4862,1855,5565
2025-01-06,"Clothing","ClassicWear Backpack",3179,2067,615,1230
2025-01-06,"Books","Biography",3335,870,449,1347
2025-01-06,"Toys","Green Art Supplies Kit",6650,1535,1138,2276
2025-01-06,"Home & Garden","Towel Set",1147,273,107,321
2025-01-06,"Toys","Educational Toy",3957,3227,1258,1258
2025-01-06,"Food & Beverages","Dark Chocolate",1736,577,541,1082
2025-01-06,"Books","Cookbook",1538,883,185,185
2025-01-06,"Home & Garden","Photo Frame",5563,3817,678,678
2025-01-06,"Home & Garden","Cutting Board",7631,4126,335,670
2025-01-06,"Clothing","Denim Jeans",8065,6862,4799,4799
2025-01-06,"Home & Garden","Small Storage Basket",9833,6506,4934,14802
2025-01-06,"Electronics","Brown Tablet",9644,3053,747,1494
2025-01-06,"Food & Beverages","Trail Mix",3439,276,195,195
2025-01-06,"Sports & Fitness","Yoga Mat",10018,7612,4905,9810
2025-01-06,"Beauty","Mascara",4333,1382,802,802
2025-01-06,"Food & Beverages","Red Dark Chocolate",7836,2159,842,842
2025-01-06,"Electronics","USB-C Cable",3417,2067,424,1272
2025-01-06,"Toys","Art Supplies Kit",5667,2113,867,2601
2025-01-06,"Food & Beverages","Pasta Set",6028,2117,747,1494
2025-01-06,"Books","Mystery Novel",9736,7652,1689,1689
2025-01-06,"Books","Art Book",3803,942,224,224
2025-01-06,"Electronics","Power Bank",5685,3060,904,2712
2025-01-06,"Beauty","Nail Polish",361,90,63,189
2025-01-06,"Sports & Fitness","Basketball",8397,1914,836,1672
2025-01-06,"Home & Garden","16oz Cutting Board",4462,4042,433,1299
2025-01-06,"Toys","Musical Instrument",1385,772,76,76
2025-01-06,"Beauty","SmartChoice Cleanser",5890,1817,867,1734
2025-01-06,"Books","HomeBasics Magazine Subscription",5411,1148,276,552
2025-01-06,"Beauty","ClassicWear Foundation",6257,4985,3192,3192
2025-01-06,"Food & Beverages","Cooking Sauce",5133,3496,1723,5169
2025-01-06,"Books","XL Magazine Subscription",5926,5490,2231,2231
2025-01-06,"Home & Garden","Pink Area Rug",3646,2494,2178,6534
2025-01-06,"Books","Science Fiction",4913,3265,650,1300
2025-01-06,"Home & Garden","PureNature Table Lamp",5521,3332,633,633
2025-01-06,"Books","History Book",8043,3621,1431,4293
2025-01-06,"Electronics","Pink Webcam",1401,1017,77,77
2025-01-06,"Beauty","Purple Cleanser",3659,938,246,738
2025-01-06,"Electronics","HDMI Cable",9423,4644,1205,2410
2025-01-06,"Clothing","Dress Shirt",4905,3608,559,1118
2025-01-06,"Electronics","Smart Watch",5875,4606,737,737
2025-01-06,"Beauty","Orange Perfume",281,147,100,200
2025-01-06,"Books","ModernLiving Graphic Novel",9603,1349,1117,2234
2025-01-06,"Beauty","HomeBasics Mascara",5931,3017,429,429
2025-01-06,"Electronics","PureNature USB-C Cable",9273,4190,1670,3340
2025-01-06,"Toys","Building Blocks",1535,872,583,1749
2025-01-06,"Toys","Black LEGO Set",6653,3769,1150,2300
2025-01-06,"Books","Yellow Biography",1168,551,83,166
2025-01-06,"Electronics","XL Smart Watch",1283,1024,174,174
2025-01-06,"Beauty","Cleanser",6869,1278,315,945
2025-01-06,"Books","Navy Business Book",3480,493,334,668
2025-01-06,"Sports & Fitness","Fitness Tracker",3815,1102,587,587
2025-01-06,"Books","Business Book",6516,3228,1047,2094
2025-01-06,"Beauty","Body Lotion",6830,5348,2816,5632
2025-01-06,"Home & Garden","SmartChoice Cutting Board",6186,4378,1167,3501
2025-01-06,"Clothing","Socks Pack",7860,5041,1965,5895
2025-01-06,"Sports & Fitness","Gym Bag",50,36,8,24
2025-01-06,"Clothing","Gray Gloves",308,62,18,36
2025-01-06,"Home & Garden","Coffee Maker",1808,1154,593,593
2025-01-06,"Toys","Puzzle Set",7463,1391,1374,4122
2025-01-07,"Books","History Book",2282,1388,499,1497
2025-01-07,"Clothing","Sneakers",1567,353,163,489
2025-01-07,"Electronics","Phone Case",4358,2000,645,1935
2025-01-07,"Clothing","Scarf",5874,4607,1980,5940
2025-01-07,"Clothing","StyleHub Baseball Cap",4115,3453,1138,2276
2025-01-07,"Electronics","ProMax Monitor",5110,792,228,456
2025-01-07,"Beauty","Body Lotion",6962,2974,1113,2226
2025-01-07,"Clothing","Backpack",4283,3295,611,1222
2025-01-07,"Electronics","USB-C Cable",6799,4714,2778,8334
2025-01-07,"Electronics","StyleHub Laptop Bag",1239,286,105,315
2025-01-07,"Clothing","Dress Shirt",1590,1490,531,1062
2025-01-07,"Home & Garden","Cutting Board",5033,3613,317,951
2025-01-07,"Beauty","Black Face Mask",994,529,268,804
2025-01-07,"Home & Garden","Pink Table Lamp",8937,1519,1352,4056
2025-01-07,"Beauty","Face Moisturizer",6090,3589,2998,2998
2025-01-07,"Clothing","Winter Jacket",380,283,68,204
2025-01-07,"Home & Garden","White Towel Set",8331,6389,3731,11193
2025-01-07,"Toys","Remote Control Car",3816,1180,756,1512
2025-01-07,"Clothing","Orange Scarf",7357,3611,1938,1938
2025-01-07,"Food & Beverages","Medium Trail Mix",4126,3402,178,534
2025-01-07,"Beauty","Cleanser",1216,173,84,252
2025-01-07,"Home & Garden","Small Storage Basket",8648,5000,1181,1181
2025-01-07,"Beauty","TechCore Body Lotion",761,571,383,383
2025-01-07,"Food & Beverages","Honey Jar",9739,2371,1680,3360
2025-01-07,"Beauty","Conditioner",8116,7097,941,941
2025-01-07,"Electronics","Tablet",6421,4419,496,496
2025-01-07,"Home & Garden","Storage Basket",3132,2465,372,372
2025-01-07,"Sports & Fitness","Bicycle Helmet",77,62,34,68
2025-01-07,"Sports & Fitness","Jump Rope",8505,7432,682,2046
2025-01-07,"Electronics","TechCore Screen Protector",5691,3772,1006,1006
2025-01-07,"Beauty","Large Nail Polish",5646,1777,989,1978
2025-01-07,"Beauty","Serum",9593,8152,3912,3912
2025-01-07,"Food & Beverages","FitLife Peanut Butter",5718,4410,787,787
2025-01-07,"Electronics","Wireless Headphones",4138,1344,1097,1097
2025-01-07,"Books","Biography",9413,8839,775,775
2025-01-07,"Food & Beverages","Peanut Butter",3690,3335,598,598
2025-01-07,"Home & Garden","PureNature Table Lamp",2389,1711,363,363
2025-01-07,"Food & Beverages","Red Dark Chocolate",6155,5302,267,534
2025-01-07,"Books","Orange Travel Guide",4363,3746,834,834
2025-01-07,"Beauty","Perfume",8980,1436,865,2595
2025-01-07,"Electronics","SmartChoice Bluetooth Speaker",9122,3087,1703,3406
2025-01-07,"Electronics","Smart Watch",3475,3156,365,365
2025-01-07,"Toys","Doll House",6705,4697,813,2439
2025-01-07,"Food & Beverages","Cooking Sauce",3276,1184,185,370
2025-01-07,"Food & Beverages","Organic Coffee",5356,3106,289,289
2025-01-07,"Electronics","Screen Protector",5954,1798,1054,1054
2025-01-07,"Home & Garden","Coffee Maker",1723,1507,342,342
2025-01-07,"Electronics","Monitor",9634,8630,1161,3483
2025-01-07,"Beauty","Gray Lipstick",6093,5280,599,1198
2025-01-07,"Sports & Fitness","Exercise Ball",5660,4955,2641,5282
2025-01-07,"Books","Business Book",2495,972,366,1098
2025-01-07,"Toys","LEGO Set",8812,4093,1339,1339
2025-01-07,"Toys","Stuffed Animal",2186,1635,557,1671
2025-01-07,"Home & Garden","Kitchen Mat",1412,1042,85,170
2025-01-07,"Beauty","StyleHub Face Mask",6633,1289,609,1827
2025-01-07,"Books","Yellow Biography",5985,4657,494,494
2025-01-07,"Toys","Card Game",1497,774,227,227
2025-01-07,"Home & Garden","Pink Area Rug",8148,2072,684,684
2025-01-07,"Books","XL Magazine Subscription",8255,7089,1298,1298
2025-01-07,"Food & Beverages","Granola",4439,2493,555,1665
2025-01-07,"Toys","Large Play-Doh Set",7107,1665,1102,1102
2025-01-07,"Books","Navy Business Book",9272,1174,586,1172
2025-01-07,"Toys","Black LEGO Set",5895,1187,743,2229
2025-01-07,"Toys","Small Action Figure",8816,3122,2583,2583
2025-01-07,"Toys","Green Art Supplies Kit",4159,2492,2324,6972
2025-01-07,"Home & Garden","Candle Set",7541,3750,1181,2362
2025-01-07,"Electronics","Pink Laptop Bag",5696,4951,1497,4491
2025-01-07,"Toys","Action Figure",8588,5311,3609,7218
2025-01-07,"Clothing","Running Shoes",299,258,111,222
2025-01-07,"Sports & Fitness","XL Foam Roller",728,416,61,61
2025-01-07,"Sports & Fitness","PureNature Running Armband",4611,2310,609,1218
2025-01-07,"Food & Beverages","Vitamin Supplements",6253,3811,2794,8382
2025-01-07,"Toys","Science Kit",8436,5550,723,1446
2025-01-07,"Electronics","Keyboard",3241,2009,280,560
2025-01-07,"Electronics","Laptop Stand",4832,3777,2842,8526
2025-01-07,"Toys","Art Supplies Kit",3174,1174,493,986
2025-01-07,"Books","Fantasy Series",8868,8070,2952,8856
2025-01-07,"Home & Garden","Area Rug",4523,2022,284,568
2025-01-07,"Toys","Black Puzzle Set",7524,5230,4073,4073
2025-01-07,"Home & Garden","Mixing Bowls",3505,2891,481,481
2025-01-07,"Sports & Fitness","Gym Bag",758,363,114,342
2025-01-07,"Sports & Fitness","Running Armband",7199,5863,1134,3402
2025-01-07,"Home & Garden","Towel Set",5435,2295,242,726
2025-01-07,"Clothing","Gray Gloves",9359,8529,2635,2635
2025-01-07,"Sports & Fitness","Yoga Mat",3284,1885,527,1581
2025-01-07,"Books","Magazine Subscription",792,427,53,106
2025-01-07,"Food & Beverages","FitLife Protein Bars",1215,298,197,591
2025-01-07,"Toys","ClassicWear Robot Toy",1627,1439,632,632
2025-01-07,"Food & Beverages","Nuts Mix",8582,4234,2560,5120
2025-01-07,"Toys","Puzzle Set",2851,1706,917,917
2025-01-08,"Sports & Fitness","XL Foam Roller",7794,1627,1520,3040
2025-01-08,"Books","Art Book",7751,3256,602,1806
2025-01-08,"Sports & Fitness","PureNature Running Armband",3850,3521,234,234
2025-01-08,"Sports & Fitness","White Yoga Mat",1731,1040,140,420
2025-01-08,"Sports & Fitness","Bicycle Helmet",3766,510,254,508
2025-01-08,"Sports & Fitness","Tennis Racket",7221,5525,1145,2290
2025-01-08,"Beauty","Purple Cleanser",1634,926,199,398
2025-01-08,"Books","HomeBasics Magazine Subscription",7665,5547,1402,2804
2025-01-08,"Sports & Fitness","Protein Shaker",683,365,111,222
2025-01-08,"Sports & Fitness","Foam Roller",5220,3611,1299,3897
2025-01-08,"Books","Magazine Subscription",2971,2697,1595,3190
2025-01-08,"Books","Textbook",6176,5403,2861,5722
2025-01-08,"Sports & Fitness","Premium Resistance Bands",9010,1168,1066,3198
2025-01-08,"Books","Navy Business Book",1981,564,288,864
2025-01-08,"Sports & Fitness","Yoga Mat",7807,4435,1030,3090
2025-01-08,"Sports & Fitness","Swimming Goggles",7948,6311,1309,2618
2025-01-08,"Sports & Fitness","PureNature Gym Bag",9801,7961,1392,4176
2025-01-08,"Books","ModernLiving Poetry Collection",6931,6523,643,643
2025-01-08,"Sports & Fitness","Fitness Tracker",875,710,382,382
2025-01-08,"Books","Poetry Collection",9445,4303,2267,2267
2025-01-08,"Books","ProMax Mystery Novel",6694,5259,950,2850
2025-01-08,"Sports & Fitness","Resistance Bands",3823,1880,492,984
2025-01-08,"Sports & Fitness","Jump Rope",7994,2093,689,1378
2025-01-08,"Beauty","Cleanser",9797,7494,3911,11733
2025-01-08,"Books","Graphic Novel",7910,4363,913,1826
2025-01-08,"Books","Travel Guide",277,215,131,131
2025-01-08,"Books","Business Book",5152,713,258,516
2025-01-08,"Beauty","Face Mask",5857,5362,758,2274
2025-01-08,"Beauty","HomeBasics Mascara",5962,3166,587,587
2025-01-08,"Beauty","Conditioner",6714,4873,286,572
2025-01-08,"Books","Biography",8763,5595,1004,2008
2025-01-08,"Beauty","Large Nail Polish",66,32,5,5
2025-01-08,"Beauty","SmartChoice Cleanser",8552,1708,1634,1634
2025-01-08,"Beauty","Face Moisturizer",3872,3575,2193,6579
2025-01-08,"Home & Garden","PureNature Table Lamp",57,45,7,14
2025-01-08,"Home & Garden","Pink Table Lamp",2587,2017,1009,2018
2025-01-08,"Toys","Black LEGO Set",1569,1222,125,250
2025-01-08,"Sports & Fitness","Basketball",7875,3867,357,357
2025-01-08,"Sports & Fitness","Dumbbell Set",6334,3361,984,2952
2025-01-08,"Home & Garden","XL Utensil Set",6546,4145,671,671
2025-01-08,"Beauty","ClassicWear Foundation",3185,1170,435,1305
2025-01-08,"Toys","Puzzle Set",5934,5096,3424,10272
2025-01-08,"Sports & Fitness","Running Armband",8094,3354,1109,1109
2025-01-08,"Books","Yellow Biography",9959,4986,3206,3206
2025-01-08,"Beauty","Lipstick",6858,4681,956,1912
2025-01-08,"Toys","Stuffed Animal",2547,1252,388,388
2025-01-08,"Electronics","SmartChoice Smart Watch",1107,931,409,409
2025-01-08,"Books","Self-Help Book",4186,3374,782,782
2025-01-08,"Electronics","Wireless Headphones",2217,1313,225,675
2025-01-08,"Clothing","Hoodie",2457,1548,448,896
2025-01-08,"Beauty","Black Face Mask",4830,3279,440,880
2025-01-08,"Home & Garden","Table Lamp",1930,1529,207,414
2025-01-08,"Books","History Book",2556,1337,661,1322
2025-01-08,"Books","Fantasy Series",3016,1507,472,944
2025-01-08,"Electronics","Laptop Bag",9671,7805,388,1164
2025-01-08,"Home & Garden","Wall Art",2185,799,106,212
2025-01-08,"Books","Children Book",6594,652,600,1800
2025-01-08,"Electronics","Monitor",2899,2565,605,1815
2025-01-08,"Clothing","Backpack",6469,3458,1010,1010
2025-01-08,"Beauty","Shampoo",1622,192,138,414
2025-01-08,"Electronics","Webcam",8382,5185,4963,4963
2025-01-08,"Beauty","Serum",3981,1708,662,1324
2025-01-08,"Home & Garden","Pink Area Rug",579,158,55,165
2025-01-08,"Clothing","StyleHub Baseball Cap",5884,4974,795,1590
2025-01-08,"Sports & Fitness","Standard Water Bottle",4595,3890,216,432
2025-01-08,"Sports & Fitness","Water Bottle",1486,1174,887,1774
2025-01-08,"Toys","Board Game",2751,2294,386,386
2025-01-08,"Books","ModernLiving Graphic Novel",6150,4312,791,2373
2025-01-08,"Food & Beverages","Honey Jar",9335,8011,852,2556
2025-01-08,"Home & Garden","Coffee Maker",3781,549,230,460
2025-01-08,"Books","StyleHub Science Fiction",1227,723,153,459
2025-01-08,"Sports & Fitness","Gym Bag",7282,6402,2232,4464
2025-01-08,"Books","Mystery Novel",7540,5511,2287,4574
2025-01-08,"Electronics","Brown Tablet",4321,3886,630,1260
2025-01-08,"Home & Garden","Towel Set",3394,2009,1645,1645
2025-01-08,"Beauty","ProMax Eye Shadow Palette",219,181,70,210
2025-01-08,"Electronics","Mouse",4440,1998,411,822
2025-01-08,"Clothing","Gloves",7532,2848,1296,3888
2025-01-08,"Clothing","Winter Jacket",4562,2389,955,1910
2025-01-08,"Clothing","Baseball Cap",4896,2907,1869,1869
2025-01-08,"Clothing","Large Running Shoes",7306,4109,1167,2334
2025-01-08,"Home & Garden","Throw Pillow",9103,4536,720,1440
2025-01-08,"Toys","Robot Toy",6970,4601,3854,3854
2025-01-08,"Electronics","ModernLiving Laptop Stand",3145,310,259,259
2025-01-08,"Beauty","StyleHub Face Moisturizer",5089,3424,1152,2304
2025-01-08,"Books","Cookbook",9564,6932,1024,2048
2025-01-08,"Home & Garden","White Towel Set",319,80,24,24
2025-01-08,"Clothing","Scarf",8834,7340,1146,2292
2025-01-08,"Electronics","Pink Laptop Bag",6269,2868,645,1935
2025-01-08,"Home & Garden","Small Storage Basket",4936,4057,1849,3698
2025-01-09,"Sports & Fitness","PureNature Gym Bag",6873,4944,428,428
2025-01-09,"Home & Garden","Candle Set",8320,4731,1559,3118
2025-01-09,"Clothing","Yoga Pants",5338,4845,1031,1031
2025-01-09,"Clothing","Hoodie",3392,2849,673,2019
2025-01-09,"Clothing","Cotton T-Shirt",2310,671,180,180
2025-01-09,"Home & Garden","Photo Frame",371,320,150,300
2025-01-09,"Beauty","Conditioner",2955,615,162,324
2025-01-09,"Home & Garden","Utensil Set",2481,2093,1130,1130
2025-01-09,"Home & Garden","Bed Sheets Set",120,46,12,36
2025-01-09,"Home & Garden","Throw Pillow",7894,3022,1430,4290
2025-01-09,"Electronics","Standard Laptop Stand",8119,3348,3303,9909
2025-01-09,"Electronics","HDMI Cable",4392,2640,860,860
2025-01-09,"Beauty","Hair Dryer",122,68,60,180
2025-01-09,"Clothing","Socks Pack",4678,1188,715,715
2025-01-09,"Toys","SmartChoice Educational Toy",6823,3459,968,2904
2025-01-09,"Beauty","Face Moisturizer",221,93,24,48
2025-01-09,"Clothing","Running Shoes",6751,3078,797,797
2025-01-09,"Toys","Educational Toy",6890,6118,2855,2855
2025-01-09,"Home & Garden","Table Lamp",5423,2537,2037,2037
2025-01-09,"Toys","Large Play-Doh Set",1914,321,149,149
2025-01-09,"Food & Beverages","Pasta Set",8633,7172,3185,6370
2025-01-09,"Books","Self-Help Book",861,368,99,198
2025-01-09,"Beauty","Eye Shadow Palette",6835,4554,630,630
2025-01-09,"Sports & Fitness","ClassicWear Swimming Goggles",5916,1100,497,1491
