SongID,TimeStamp_Central,Performer,Album,Song,TimeStamp_UTC
What Makes You BeautifulOne Direction,5/22/2021 1:01:00 PM,One Direction,Up All Night,What Makes You Beautiful,5/22/2021 7:01:00 PM
Uptown Funk (feat. Bruno Mars)Mark Ronson,5/22/2021 11:24:00 AM,Mark Ronson,Uptown Special,Uptown Funk (feat. Bruno Mars),5/22/2021 5:24:00 PM
That's What I LikeBruno Mars,5/22/2021 11:22:00 AM,Bruno Mars,24K Magic,That's What I Like,5/22/2021 5:22:00 PM
Born This WayLady Gaga,5/22/2021 11:18:00 AM,Lady Gaga,Born This Way (Special Edition),Born This Way,5/22/2021 5:18:00 PM
9 to 5Dolly Parton,5/22/2021 11:15:00 AM,Dolly Parton,9 to 5 and Odd Jobs,9 to 5,5/22/2021 5:15:00 PM
HandClapFitz and the Tantrums,5/22/2021 11:12:00 AM,Fitz and the Tantrums,Fitz and the Tantrums (Deluxe Edition),HandClap,5/22/2021 5:12:00 PM
HandClapFitz and the Tantrums,5/22/2021 11:08:00 AM,Fitz and the Tantrums,Fitz and the Tantrums (Deluxe Edition),HandClap,5/22/2021 5:08:00 PM
Wake Me UpAvicii,5/22/2021 11:05:00 AM,Avicii,True,Wake Me Up,5/22/2021 5:05:00 PM
Whiskey Sun (feat. TJ O'Neill)Stick Figure,5/22/2021 9:26:00 AM,Stick Figure,World on Fire,Whiskey Sun (feat. TJ O'Neill),5/22/2021 3:26:00 PM
Low Fuel Drug Run7Horse,5/22/2021 9:22:00 AM,7Horse,Let The 7Horse Run,Low Fuel Drug Run,5/22/2021 3:22:00 PM
Hi Ho Silver and GoldTrapdoor,5/22/2021 9:18:00 AM,Trapdoor,Bison,Hi Ho Silver and Gold,5/22/2021 3:18:00 PM
ForeverMatt and Kim,5/22/2021 9:16:00 AM,Matt and Kim,ALMOST EVERYDAY,Forever,5/22/2021 3:16:00 PM
Fade AwayRebelution,5/22/2021 9:12:00 AM,Rebelution,Count Me In,Fade Away,5/22/2021 3:12:00 PM
SeñoritaShawn Mendes,5/22/2021 9:09:00 AM,Shawn Mendes,Shawn Mendes (Deluxe),Señorita,5/22/2021 3:09:00 PM
We Can't StopMiley Cyrus,5/22/2021 9:03:00 AM,Miley Cyrus,Bangerz (Deluxe Version),We Can't Stop,5/22/2021 3:03:00 PM
GRRRLSAviva,5/22/2021 8:01:00 AM,Aviva,VOLUME I,GRRRLS,5/22/2021 2:01:00 PM
Graveyard - AcousticHalsey,5/22/2021 7:57:00 AM,Halsey,Manic,Graveyard - Acoustic,5/22/2021 1:57:00 PM
DefenseSarah Jaffe,5/22/2021 7:38:00 AM,Sarah Jaffe,Don't Disconnect,Defense,5/22/2021 1:38:00 PM
Aquarius ApocalypticStop Light Observations,5/22/2021 7:33:00 AM,Stop Light Observations,Toogoodoo,Aquarius Apocalyptic,5/22/2021 1:33:00 PM
Keep Lying (Demo)Donna Missal,5/22/2021 7:23:00 AM,Donna Missal,Keep Lying (Demo),Keep Lying (Demo),5/22/2021 1:23:00 PM
Pickle RickEKOH,5/22/2021 7:20:00 AM,EKOH,The Detour,Pickle Rick,5/22/2021 1:20:00 PM
Trouble Weighs A TonDan Auerbach,5/21/2021 5:07:00 PM,Dan Auerbach,Keep It Hid,Trouble Weighs A Ton,5/21/2021 11:07:00 PM
Stairway to Heaven - RemasterLed Zeppelin,5/21/2021 4:42:00 PM,Led Zeppelin,Led Zeppelin IV (Deluxe Edition),Stairway to Heaven - Remaster,5/21/2021 10:42:00 PM
(Oh) Pretty Woman - 2015 RemasterVan Halen,5/21/2021 4:40:00 PM,Van Halen,Diver Down (Remastered),(Oh) Pretty Woman - 2015 Remaster,5/21/2021 10:40:00 PM
Enter SandmanMetallica,5/21/2021 4:34:00 PM,Metallica,Metallica,Enter Sandman,5/21/2021 10:34:00 PM
The Spirit of RadioRush,5/21/2021 4:29:00 PM,Rush,Permanent Waves,The Spirit of Radio,5/21/2021 10:29:00 PM
Buddy HollyWeezer,5/21/2021 4:27:00 PM,Weezer,Weezer,Buddy Holly,5/21/2021 10:27:00 PM
The GreatestFuturistic,5/21/2021 3:49:00 PM,Futuristic,The Rise,The Greatest,5/21/2021 9:49:00 PM
Happy AloneConnor Price,5/21/2021 3:46:00 PM,Connor Price,Happy Alone,Happy Alone,5/21/2021 9:46:00 PM
Peanut Butter WafflesRyan Caraveo,5/21/2021 3:43:00 PM,Ryan Caraveo,Butterfly Boy,Peanut Butter Waffles,5/21/2021 9:43:00 PM
YouConnor Price,5/21/2021 3:38:00 PM,Connor Price,You,You,5/21/2021 9:38:00 PM
All Time Low - AcousticJon Bellion,5/21/2021 3:35:00 PM,Jon Bellion,All Time Low (Acoustic),All Time Low - Acoustic,5/21/2021 9:35:00 PM
Love LanguageConnor Price,5/21/2021 3:32:00 PM,Connor Price,Love Language,Love Language,5/21/2021 9:32:00 PM
Love Me Less (feat. Quinn XCII)MAX,5/21/2021 3:29:00 PM,MAX,Love Me Less (feat. Quinn XCII),Love Me Less (feat. Quinn XCII),5/21/2021 9:29:00 PM
Courteney Cox - ExtendedConnor Price,5/21/2021 3:26:00 PM,Connor Price,Courteney Cox (feat. Idris Elba) [Extended],Courteney Cox - Extended,5/21/2021 9:26:00 PM
Pickle RickEKOH,5/21/2021 3:22:00 PM,EKOH,The Detour,Pickle Rick,5/21/2021 9:22:00 PM
Typical RapperConnor Price,5/21/2021 3:20:00 PM,Connor Price,Typical Rapper,Typical Rapper,5/21/2021 9:20:00 PM
Death to Mumble RapGawne,5/21/2021 3:15:00 PM,Gawne,Terminal,Death to Mumble Rap,5/21/2021 9:15:00 PM
The BirdsConnor Price,5/21/2021 3:12:00 PM,Connor Price,The Birds,The Birds,5/21/2021 9:12:00 PM
Mean MonsoonDan Auerbach,5/21/2021 3:09:00 PM,Dan Auerbach,Keep It Hid,Mean Monsoon,5/21/2021 9:09:00 PM
Rise and FallStick Figure,5/21/2021 3:08:00 PM,Stick Figure,World on Fire,Rise and Fall,5/21/2021 9:08:00 PM
The Great UnknownStick Figure,5/21/2021 3:04:00 PM,Stick Figure,World on Fire,The Great Unknown,5/21/2021 9:04:00 PM
Easy RunawayStick Figure,5/21/2021 2:01:00 PM,Stick Figure,World on Fire,Easy Runaway,5/21/2021 8:01:00 PM
Summertime (feat. Citizen Cope)Stick Figure,5/21/2021 2:01:00 PM,Stick Figure,World on Fire,Summertime (feat. Citizen Cope),5/21/2021 8:01:00 PM
Whiskey Sun (feat. TJ O'Neill)Stick Figure,5/21/2021 1:57:00 PM,Stick Figure,World on Fire,Whiskey Sun (feat. TJ O'Neill),5/21/2021 7:57:00 PM
Above the StormStick Figure,5/21/2021 1:52:00 PM,Stick Figure,World on Fire,Above the Storm,5/21/2021 7:52:00 PM
All for YouStick Figure,5/21/2021 1:47:00 PM,Stick Figure,World on Fire,All for You,5/21/2021 7:47:00 PM
ShineStick Figure,5/21/2021 1:43:00 PM,Stick Figure,World on Fire,Shine,5/21/2021 7:43:00 PM
Angels Above MeStick Figure,5/21/2021 1:38:00 PM,Stick Figure,World on Fire,Angels Above Me,5/21/2021 7:38:00 PM
World On fire (Feat. Slightly Stoopid)Stick Figure,5/21/2021 1:34:00 PM,Stick Figure,World on Fire,World On fire (Feat. Slightly Stoopid),5/21/2021 7:34:00 PM
Once in a LifetimeStick Figure,5/21/2021 1:30:00 PM,Stick Figure,World on Fire,Once in a Lifetime,5/21/2021 7:30:00 PM
Something To Believe InSOJA,5/21/2021 1:24:00 PM,SOJA,Something To Believe In,Something To Believe In,5/21/2021 7:24:00 PM
FirstCold War Kids,5/21/2021 1:20:00 PM,Cold War Kids,Hold My Home,First,5/21/2021 7:20:00 PM
Prophets of RageProphets of Rage,5/21/2021 1:17:00 PM,Prophets of Rage,Prophets Of Rage,Prophets of Rage,5/21/2021 7:17:00 PM
LazarettoJack White,5/21/2021 1:13:00 PM,Jack White,Lazaretto,Lazaretto,5/21/2021 7:13:00 PM
Bright LightsGary Clark Jr.,5/21/2021 1:10:00 PM,Gary Clark Jr.,Blak and Blu (Deluxe Edition),Bright Lights,5/21/2021 7:10:00 PM
Hold OnAlabama Shakes,5/21/2021 1:04:00 PM,Alabama Shakes,Boys & Girls,Hold On,5/21/2021 7:04:00 PM
Take It All Back 2.0Judah & the Lion,5/21/2021 1:01:00 PM,Judah & the Lion,Folk Hop N' Roll (Deluxe),Take It All Back 2.0,5/21/2021 7:01:00 PM
Howlin' for YouThe Black Keys,5/21/2021 12:57:00 PM,The Black Keys,Brothers,Howlin' for You,5/21/2021 6:57:00 PM
Highway TuneGreta Van Fleet,5/21/2021 12:54:00 PM,Greta Van Fleet,From The Fires,Highway Tune,5/21/2021 6:54:00 PM
LydiaHighly Suspect,5/21/2021 12:51:00 PM,Highly Suspect,Mister Asylum,Lydia,5/21/2021 6:51:00 PM
Can't Stop the Bleeding (feat. Gary Clark Jr. & Gramatik)Tom Morello,5/21/2021 12:47:00 PM,Tom Morello,Can't Stop the Bleeding (feat. Gary Clark Jr. & Gramatik),Can't Stop the Bleeding (feat. Gary Clark Jr. & Gramatik),5/21/2021 6:47:00 PM
S.O.B.Nathaniel Rateliff & the Night Sweats,5/21/2021 12:42:00 PM,Nathaniel Rateliff & the Night Sweats,Nathaniel Rateliff & The Night Sweats,S.O.B.,5/21/2021 6:42:00 PM
Goin' HomeDan Auerbach,5/21/2021 12:35:00 PM,Dan Auerbach,Keep It Hid,Goin' Home,5/21/2021 6:35:00 PM
Street Walkin'Dan Auerbach,5/21/2021 12:30:00 PM,Dan Auerbach,Keep It Hid,Street Walkin',5/21/2021 6:30:00 PM
When I Left The RoomDan Auerbach,5/21/2021 12:26:00 PM,Dan Auerbach,Keep It Hid,When I Left The Room,5/21/2021 6:26:00 PM
My Last MistakeDan Auerbach,5/21/2021 12:22:00 PM,Dan Auerbach,Keep It Hid,My Last Mistake,5/21/2021 6:22:00 PM
Keep It HidDan Auerbach,5/21/2021 12:19:00 PM,Dan Auerbach,Keep It Hid,Keep It Hid,5/21/2021 6:19:00 PM
The ProwlDan Auerbach,5/21/2021 12:16:00 PM,Dan Auerbach,Keep It Hid,The Prowl,5/21/2021 6:16:00 PM
Mean MonsoonDan Auerbach,5/21/2021 12:12:00 PM,Dan Auerbach,Keep It Hid,Mean Monsoon,5/21/2021 6:12:00 PM
Mean MonsoonDan Auerbach,5/21/2021 12:12:00 PM,Dan Auerbach,Keep It Hid,Mean Monsoon,5/21/2021 6:12:00 PM
When The Night ComesDan Auerbach,5/21/2021 11:23:00 AM,Dan Auerbach,Keep It Hid,When The Night Comes,5/21/2021 5:23:00 PM
When The Night ComesDan Auerbach,5/21/2021 11:21:00 AM,Dan Auerbach,Keep It Hid,When The Night Comes,5/21/2021 5:21:00 PM
Real DesireDan Auerbach,5/21/2021 11:19:00 AM,Dan Auerbach,Keep It Hid,Real Desire,5/21/2021 5:19:00 PM
Whispered Words (Pretty Lies)Dan Auerbach,5/21/2021 11:15:00 AM,Dan Auerbach,Keep It Hid,Whispered Words (Pretty Lies),5/21/2021 5:15:00 PM
Because I ShouldDan Auerbach,5/21/2021 11:11:00 AM,Dan Auerbach,Keep It Hid,Because I Should,5/21/2021 5:11:00 PM
Heartbroken In DisrepairDan Auerbach,5/21/2021 11:10:00 AM,Dan Auerbach,Keep It Hid,Heartbroken In Disrepair,5/21/2021 5:10:00 PM
I Want Some MoreDan Auerbach,5/21/2021 11:07:00 AM,Dan Auerbach,Keep It Hid,I Want Some More,5/21/2021 5:07:00 PM
Trouble Weighs A TonDan Auerbach,5/21/2021 11:03:00 AM,Dan Auerbach,Keep It Hid,Trouble Weighs A Ton,5/21/2021 5:03:00 PM
Check Your SystemcAPtIVa,5/21/2021 10:59:00 AM,cAPtIVa,Pay No Mind,Check Your System,5/21/2021 4:59:00 PM
Put a Flower in Your PocketThe Arcs,5/21/2021 10:56:00 AM,The Arcs,Yours Dreamily,Put a Flower in Your Pocket,5/21/2021 4:56:00 PM
C'est La VieWeathers,5/21/2021 10:52:00 AM,Weathers,C'est La Vie,C'est La Vie,5/21/2021 4:52:00 PM
Cough SyrupYoung the Giant,5/21/2021 10:49:00 AM,Young the Giant,Young the Giant (Special Edition),Cough Syrup,5/21/2021 4:49:00 PM
ChangeThe Revivalists,5/21/2021 10:45:00 AM,The Revivalists,Take Good Care,Change,5/21/2021 4:45:00 PM
We're Going to Be FriendsThe White Stripes,5/21/2021 10:41:00 AM,The White Stripes,White Blood Cells,We're Going to Be Friends,5/21/2021 4:41:00 PM
Everlasting LightThe Black Keys,5/21/2021 10:38:00 AM,The Black Keys,Brothers,Everlasting Light,5/21/2021 4:38:00 PM
Suicide SaturdayHippo Campus,5/21/2021 10:35:00 AM,Hippo Campus,Bashful Creatures,Suicide Saturday,5/21/2021 4:35:00 PM
Do YouSpoon,5/21/2021 10:31:00 AM,Spoon,They Want My Soul,Do You,5/21/2021 4:31:00 PM
Smoke Out The WindowTribe Society,5/21/2021 10:28:00 AM,Tribe Society,We Sell Drugs,Smoke Out The Window,5/21/2021 4:28:00 PM
Four Letter WordsK.Flay,5/21/2021 10:24:00 AM,K.Flay,Four Letter Words,Four Letter Words,5/21/2021 4:24:00 PM
HallucinogenicsMatt Maeson,5/21/2021 10:21:00 AM,Matt Maeson,Bank on the Funeral,Hallucinogenics,5/21/2021 4:21:00 PM
I Saw You Close Your EyesLocal Natives,5/21/2021 10:18:00 AM,Local Natives,I Saw You Close Your Eyes,I Saw You Close Your Eyes,5/21/2021 4:18:00 PM
Stronger Than ThatBahamas,5/21/2021 10:15:00 AM,Bahamas,Bahamas is Afie,Stronger Than That,5/21/2021 4:15:00 PM
So Tied UpCold War Kids,5/21/2021 10:12:00 AM,Cold War Kids,La Divine,So Tied Up,5/21/2021 4:12:00 PM
ConversationsWatsky,5/19/2021 6:40:00 AM,Watsky,x Infinity,Conversations,5/19/2021 12:40:00 PM
The BirdsConnor Price,5/19/2021 6:38:00 AM,Connor Price,The Birds,The Birds,5/19/2021 12:38:00 PM
Love Thy SoulCalimossa,5/19/2021 6:35:00 AM,Calimossa,Honey Days,Love Thy Soul,5/19/2021 12:35:00 PM
Early One MorningBig Hongry,5/19/2021 6:32:00 AM,Big Hongry,Early One Morning,Early One Morning,5/19/2021 12:32:00 PM
Pickle RickEKOH,5/19/2021 6:28:00 AM,EKOH,The Detour,Pickle Rick,5/19/2021 12:28:00 PM
Autobeat AirbusOptimus Rhyme,5/19/2021 6:25:00 AM,Optimus Rhyme,School the Indie Rockers,Autobeat Airbus,5/19/2021 12:25:00 PM
MollieC2 & the Brothers Reed,5/19/2021 6:21:00 AM,C2 & the Brothers Reed,Mollie,Mollie,5/19/2021 12:21:00 PM
Cuz I Love YouLizzo,5/19/2021 6:17:00 AM,Lizzo,Cuz I Love You,Cuz I Love You,5/19/2021 12:17:00 PM
Death to Mumble RapGawne,5/19/2021 6:12:00 AM,Gawne,Terminal,Death to Mumble Rap,5/19/2021 12:12:00 PM
Black Boy RunLando Chill,5/19/2021 6:08:00 AM,Lando Chill,The Boy Who Spoke To The Wind,Black Boy Run,5/19/2021 12:08:00 PM
Middle Earth (feat. Sammus)Ceschi,5/18/2021 7:58:00 PM,Ceschi,Sad Fat Luck,Middle Earth (feat. Sammus),5/19/2021 1:58:00 AM
14400 MinutesConnor Gilbert,5/18/2021 7:54:00 PM,Connor Gilbert,Vol. 1,14400 Minutes,5/19/2021 1:54:00 AM
The WaveAkira The Don,5/18/2021 7:50:00 PM,Akira The Don,Jbpwave: Genesis,The Wave,5/19/2021 1:50:00 AM
Dead People21 Savage,5/18/2021 7:47:00 PM,21 Savage,Issa Album,Dead People,5/19/2021 1:47:00 AM
Hollywood's BleedingPost Malone,5/18/2021 7:12:00 PM,Post Malone,Hollywood's Bleeding,Hollywood's Bleeding,5/19/2021 1:12:00 AM
Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells)Illenium,5/18/2021 7:05:00 PM,Illenium,Ascend (Tour Edits),Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),5/19/2021 1:05:00 AM
I DID IT (feat. Post Malone Megan Thee Stallion Lil Baby & DaBaby)DJ Khaled,5/18/2021 7:03:00 PM,DJ Khaled,Khaled Khaled,I DID IT (feat. Post Malone Megan Thee Stallion Lil Baby & DaBaby),5/19/2021 1:03:00 AM
SelfKhalid,5/18/2021 6:59:00 PM,Khalid,Free Spirit,Self,5/19/2021 12:59:00 AM
OthersidePost Malone,5/18/2021 6:55:00 PM,Post Malone,beerbongs & bentleys,Otherside,5/19/2021 12:55:00 AM
Cheerleader - Felix Jaehn Remix Radio EditOmi,5/18/2021 6:52:00 PM,Omi,Me 4 U,Cheerleader - Felix Jaehn Remix Radio Edit,5/19/2021 12:52:00 AM
Cheerleader - Felix Jaehn Remix Radio EditOmi,5/18/2021 6:49:00 PM,Omi,Me 4 U,Cheerleader - Felix Jaehn Remix Radio Edit,5/19/2021 12:49:00 AM
QuestionThe Moody Blues,5/18/2021 5:05:00 PM,The Moody Blues,A Question Of Balance,Question,5/18/2021 11:05:00 PM
Only the Good Die YoungBilly Joel,5/18/2021 5:01:00 PM,Billy Joel,The Essential Billy Joel,Only the Good Die Young,5/18/2021 11:01:00 PM
Highway StarDeep Purple,5/18/2021 4:53:00 PM,Deep Purple,Deepest Purple: The Very Best of Deep Purple,Highway Star,5/18/2021 10:53:00 PM
Under Pressure (Live) - Live at Wembley 86Queen,5/18/2021 4:49:00 PM,Queen,Greatest Hits - We Will Rock You Edition,Under Pressure (Live) - Live at Wembley 86,5/18/2021 10:49:00 PM
Don't Stop - 2004 RemasterFleetwood Mac,5/18/2021 4:45:00 PM,Fleetwood Mac,Rumours (Super Deluxe),Don't Stop - 2004 Remaster,5/18/2021 10:45:00 PM
Head GamesForeigner,5/18/2021 4:42:00 PM,Foreigner,Records,Head Games,5/18/2021 10:42:00 PM
Over the Hills and Far Away - 1990 RemasterLed Zeppelin,5/18/2021 4:37:00 PM,Led Zeppelin,Houses Of The Holy (1994 Remaster),Over the Hills and Far Away - 1990 Remaster,5/18/2021 10:37:00 PM
Saving GraceTom Petty,5/18/2021 4:33:00 PM,Tom Petty,Highway Companion,Saving Grace,5/18/2021 10:33:00 PM
Killer Queen - RemasteredQueen,5/18/2021 4:30:00 PM,Queen,Greatest Hits - We Will Rock You Edition,Killer Queen - Remastered,5/18/2021 10:30:00 PM
Children Of The SunBilly Thorpe,5/18/2021 3:43:00 PM,Billy Thorpe,Children Of The Sun...Revisited,Children Of The Sun,5/18/2021 9:43:00 PM
(Don't Fear) The ReaperBlue Öyster Cult,5/18/2021 3:36:00 PM,Blue Öyster Cult,Agents of Fortune,(Don't Fear) The Reaper,5/18/2021 9:36:00 PM
Hot Rod LincolnCommander Cody And His Lost Planet Airmen,5/18/2021 3:34:00 PM,Commander Cody And His Lost Planet Airmen,Lost In The Ozone,Hot Rod Lincoln,5/18/2021 9:34:00 PM
Sunroof CadillacThe Floozies,5/18/2021 3:30:00 PM,The Floozies,Sunroof Cadillac,Sunroof Cadillac,5/18/2021 9:30:00 PM
P.Y.T. (Pretty Young Thing)Michael Jackson,5/18/2021 3:26:00 PM,Michael Jackson,Thriller 25 Super Deluxe Edition,P.Y.T. (Pretty Young Thing),5/18/2021 9:26:00 PM
MindshiftTauk,5/18/2021 3:20:00 PM,Tauk,Collisions,Mindshift,5/18/2021 9:20:00 PM
Something From Outer SpaceVibe Street,5/18/2021 12:00:00 PM,Vibe Street,She Makes Me Feel EP,Something From Outer Space,5/18/2021 6:00:00 PM
Time (You and I)Khruangbin,5/18/2021 11:55:00 AM,Khruangbin,Mordechai,Time (You and I),5/18/2021 5:55:00 PM
The Same DiseaseMichal Menert,5/18/2021 11:50:00 AM,Michal Menert,Even If It Isn't Right,The Same Disease,5/18/2021 5:50:00 PM
1612Vulfpeck,5/18/2021 11:46:00 AM,Vulfpeck,Fugue State,1612,5/18/2021 5:46:00 PM
Don't Stop 'Til You Get EnoughMichael Jackson,5/18/2021 11:40:00 AM,Michael Jackson,Off the Wall,Don't Stop 'Til You Get Enough,5/18/2021 5:40:00 PM
Clint EastwoodTrey Anastasio,5/18/2021 11:37:00 AM,Trey Anastasio,Traveler,Clint Eastwood,5/18/2021 5:37:00 PM
You Can't HideMakTub,5/18/2021 11:33:00 AM,MakTub,Khronos,You Can't Hide,5/18/2021 5:33:00 PM
She's A Bad Mama Jama (She's Built She's Stacked)Carl Carlton,5/18/2021 11:29:00 AM,Carl Carlton,Disco -Best 100-,She's A Bad Mama Jama (She's Built She's Stacked),5/18/2021 5:29:00 PM
We Must Go OnPretty Lights,5/18/2021 11:23:00 AM,Pretty Lights,We Must Go On,We Must Go On,5/18/2021 5:23:00 PM
Sunroof CadillacThe Floozies,5/18/2021 11:20:00 AM,The Floozies,Sunroof Cadillac,Sunroof Cadillac,5/18/2021 5:20:00 PM
P.Y.T. (Pretty Young Thing)Michael Jackson,5/18/2021 11:16:00 AM,Michael Jackson,Thriller 25 Super Deluxe Edition,P.Y.T. (Pretty Young Thing),5/18/2021 5:16:00 PM
MindshiftTauk,5/18/2021 11:10:00 AM,Tauk,Collisions,Mindshift,5/18/2021 5:10:00 PM
DollywoodHail Mary Mallon,5/18/2021 11:06:00 AM,Hail Mary Mallon,Bestiary (Bonus Track Version),Dollywood,5/18/2021 5:06:00 PM
Bad ChecksHouses,5/18/2021 10:10:00 AM,Houses,Drugstore Heaven,Bad Checks,5/18/2021 4:10:00 PM
Break It DownRevolutionary Rhythm,5/18/2021 10:06:00 AM,Revolutionary Rhythm,From the Soul,Break It Down,5/18/2021 4:06:00 PM
Stay WokeGhostWryter,5/18/2021 10:03:00 AM,GhostWryter,Stay Woke,Stay Woke,5/18/2021 4:03:00 PM
Play This GameGrabbitz,5/18/2021 10:00:00 AM,Grabbitz,Things Change,Play This Game,5/18/2021 4:00:00 PM
Be NiceThees Handz,5/18/2021 9:57:00 AM,Thees Handz,Thees Handz,Be Nice,5/18/2021 3:57:00 PM
Them ShoesPatrick Sweany,5/18/2021 9:51:00 AM,Patrick Sweany,Every Hour Is A Dollar Gone,Them Shoes,5/18/2021 3:51:00 PM
Jameson & GingerBallyhoo!,5/18/2021 9:48:00 AM,Ballyhoo!,Girls.,Jameson & Ginger,5/18/2021 3:48:00 PM
Block Call Like DikembeSliim Bambino,5/18/2021 9:43:00 AM,Sliim Bambino,Panic Room,Block Call Like Dikembe,5/18/2021 3:43:00 PM
Summer in the wintertimeFISHDOCTOR,5/18/2021 9:40:00 AM,FISHDOCTOR,I'm with the bandwidth,Summer in the wintertime,5/18/2021 3:40:00 PM
PrizefightMike Mictlan,5/18/2021 9:36:00 AM,Mike Mictlan,Hand Over Fist,Prizefight,5/18/2021 3:36:00 PM
Sun GodThe Delta Saints,5/18/2021 9:33:00 AM,The Delta Saints,Monte Vista,Sun God,5/18/2021 3:33:00 PM
Kitty Chaser (Explosions)Aqueous,5/18/2021 9:24:00 AM,Aqueous,Cycles,Kitty Chaser (Explosions),5/18/2021 3:24:00 PM
No Phucks (feat. Bubba Sparxxx & Fishscales)Dusty Leigh,5/18/2021 9:20:00 AM,Dusty Leigh,Boujee Nights,No Phucks (feat. Bubba Sparxxx & Fishscales),5/18/2021 3:20:00 PM
SkinWebsterX,5/18/2021 9:16:00 AM,WebsterX,daymares,Skin,5/18/2021 3:16:00 PM
S.O.S. (Sawed Off Shotgun)The Glorious Sons,5/18/2021 9:13:00 AM,The Glorious Sons,Young Beauties and Fools,S.O.S. (Sawed Off Shotgun),5/18/2021 3:13:00 PM
Goon SquadRipe,5/18/2021 9:08:00 AM,Ripe,Hey Hello,Goon Squad,5/18/2021 3:08:00 PM
Talkin Bout (feat. Armani White)TOO MANY ZOOZ,5/18/2021 9:05:00 AM,TOO MANY ZOOZ,Subway Gawdz,Talkin Bout (feat. Armani White),5/18/2021 3:05:00 PM
Night OwlMagic Bronson,5/18/2021 9:01:00 AM,Magic Bronson,Evil Plans (Deluxe Edition),Night Owl,5/18/2021 3:01:00 PM
Anthemy Mason - Late Night Radio RemixBreak Science,5/18/2021 8:28:00 AM,Break Science,Anthemy Mason (Late Night Radio Remix),Anthemy Mason - Late Night Radio Remix,5/18/2021 2:28:00 PM
Stray (feat. David Shaw)Naughty Professor,5/18/2021 8:25:00 AM,Naughty Professor,Identity,Stray (feat. David Shaw),5/18/2021 2:25:00 PM
Float up (feat. Anjelika Jelly Joseph)Galactic,5/18/2021 8:22:00 AM,Galactic,Float up (feat. Anjelika Jelly Joseph),Float up (feat. Anjelika Jelly Joseph),5/18/2021 2:22:00 PM
AnthropoceneKr3Ture,5/18/2021 8:18:00 AM,Kr3Ture,Anthropocene,Anthropocene,5/18/2021 2:18:00 PM
Everyone Looks Like EveryoneThe Pack A.D.,5/18/2021 8:15:00 AM,The Pack A.D.,We Kill Computers,Everyone Looks Like Everyone,5/18/2021 2:15:00 PM
Black StarYngwie Malmsteen,5/18/2021 7:08:00 AM,Yngwie Malmsteen,The Yngwie Malmsteen Collection,Black Star,5/18/2021 1:08:00 PM
MistreatedYngwie Malmsteen,5/17/2021 7:17:00 PM,Yngwie Malmsteen,Inspiration,Mistreated,5/18/2021 1:17:00 AM
MistreatedYngwie Malmsteen,5/17/2021 7:03:00 PM,Yngwie Malmsteen,Inspiration,Mistreated,5/18/2021 1:03:00 AM
Johnny B. GoodeChuck Berry,5/17/2021 6:18:00 PM,Chuck Berry,Berry Is On Top,Johnny B. Goode,5/18/2021 12:18:00 AM
Wanted Dead or AliveBon Jovi,5/17/2021 6:13:00 PM,Bon Jovi,Slippery When Wet,Wanted Dead or Alive,5/18/2021 12:13:00 AM
Honky Tonk Women - Mono VersionThe Rolling Stones,5/17/2021 6:10:00 PM,The Rolling Stones,Hot Rocks (1964-1971),Honky Tonk Women - Mono Version,5/18/2021 12:10:00 AM
Starship Trooper: a. Life Seeker b. Disillusion c. WürmYes,5/17/2021 6:00:00 PM,Yes,The Yes Album (Deluxe Edition),Starship Trooper: a. Life Seeker b. Disillusion c. Würm,5/18/2021 12:00:00 AM
MistreatedYngwie Malmsteen,5/17/2021 5:51:00 PM,Yngwie Malmsteen,Inspiration,Mistreated,5/17/2021 11:51:00 PM
MistreatedYngwie Malmsteen,5/17/2021 5:44:00 PM,Yngwie Malmsteen,Inspiration,Mistreated,5/17/2021 11:44:00 PM
Free BirdLynyrd Skynyrd,5/17/2021 5:09:00 PM,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,Free Bird,5/17/2021 11:09:00 PM
The Chain - 2004 RemasterFleetwood Mac,5/17/2021 5:03:00 PM,Fleetwood Mac,Rumours (Super Deluxe),The Chain - 2004 Remaster,5/17/2021 11:03:00 PM
Curse the WeatherMo Lowda & the Humble,5/17/2021 2:14:00 PM,Mo Lowda & the Humble,Curse the Weather,Curse the Weather,5/17/2021 8:14:00 PM
Sun GodThe Delta Saints,5/17/2021 2:10:00 PM,The Delta Saints,Monte Vista,Sun God,5/17/2021 8:10:00 PM
Break It DownRevolutionary Rhythm,5/17/2021 2:07:00 PM,Revolutionary Rhythm,From the Soul,Break It Down,5/17/2021 8:07:00 PM
SlaughterhouseKai Straw,5/17/2021 2:02:00 PM,Kai Straw,The Tragedian's Decoupage,Slaughterhouse,5/17/2021 8:02:00 PM
Oh ShitThe Funk Hunters,5/17/2021 1:55:00 PM,The Funk Hunters,ILLectric EP,Oh Shit,5/17/2021 7:55:00 PM
Hang Me out to DryKarl Denson,5/17/2021 12:07:00 PM,Karl Denson,New Ammo,Hang Me out to Dry,5/17/2021 6:07:00 PM
