Avg Room Rate,reservation_id,check_in_date,stay_duration,adults,children,room_type,special_requests_flag,booking_channel,reservation_status,advanced_booking,Property,Date,Rate Type
100.98,203030-Y4-9662-ZO,3/1/2020,7,2,2,Queen,Yes,Website,Completed,Yes,The Marimekko,3/1/2020,Weekend
99,590773-DA-0931-KI,9/21/2020,6,4,3,Double,No,Travel Agent,Completed,Yes,The Marimekko,9/21/2020,Weekend
202.98,469835-BC-1586-QN,2/2/2020,10,3,1,Queen,No,Phone App,Completed,Yes,The Sankey,2/2/2020,Weekend
79,677930-DI-3978-GA,4/3/2020,11,1,3,Double,No,Phone App,No-Show,Yes,The Chord,4/3/2020,Weekday
82.95,201395-VG-6234-XI,5/22/2020,3,4,4,King,No,Website,Completed,Yes,The Chord,5/22/2020,Weekday
185.9,184710-DX-3842-HV,3/3/2020,14,1,1,Suite,No,Travel Agent,Completed,Yes,The Sankey,3/3/2020,Weekday
111.18,235254-BK-3452-YY,6/16/2020,4,4,3,Queen,No,Travel Agent,Completed,Yes,The Marimekko,6/16/2020,Weekday
169,793476-1O-1445-LP,10/13/2020,2,3,2,Double,No,Phone App,Extended,Yes,The Sankey,10/13/2020,Weekday
79,335041-UQ-4848-ZY,5/30/2020,11,1,3,Double,Yes,Call Center,Completed,Yes,The Chord,5/30/2020,Weekday
71.1,725873-ON-6438-VX,5/9/2020,10,1,3,Single,Yes,Website,Completed,Yes,The Chord,5/9/2020,Weekday
208.95,078520-U9-5173-XZ,5/3/2020,13,1,3,King,Yes,Website,Completed,Yes,The Sankey,5/3/2020,Weekend
208.95,273547-Q8-5754-EC,5/11/2020,2,2,3,King,Yes,Travel Agent,Completed,Yes,The Sankey,5/11/2020,Weekend
114.45,308261-KU-1623-EM,9/10/2020,7,1,4,King,No,Phone App,Completed,Yes,The Marimekko,9/10/2020,Weekday
169,708092-7V-9056-NY,7/1/2020,14,1,1,Double,Yes,Travel Agent,Completed,Yes,The Sankey,7/1/2020,Weekday
177.45,769454-6H-6409-SD,3/20/2020,9,2,4,King,No,Call Center,Completed,Yes,The Sankey,3/20/2020,Weekday
245.05,439724-PO-5440-YD,6/25/2020,12,1,1,Executive Suite,Yes,Website,Completed,Yes,The Sankey,6/25/2020,Weekday
152.1,677781-8N-5920-NP,6/4/2020,14,4,3,Single,No,Phone App,Completed,Yes,The Sankey,6/4/2020,Weekday
143.55,835493-AG-9676-UB,3/1/2020,10,3,1,Executive Suite,No,Call Center,No-Show,Yes,The Chord,3/1/2020,Weekend
89.1,052852-9H-6493-TT,10/5/2020,5,4,3,Single,No,Phone App,Completed,Yes,The Chord,10/5/2020,Weekend
177.45,075278-Q8-1647-RF,8/8/2020,10,2,4,King,Yes,Phone App,Completed,Yes,The Sankey,8/8/2020,Weekday
103.95,193221-4B-3454-ZJ,1/5/2020,12,2,1,King,Yes,Call Center,Completed,No,The Chord,1/5/2020,Weekend
103.95,021338-KR-9815-FV,2/17/2020,5,4,2,King,No,Website,Completed,Yes,The Marimekko,2/17/2020,Weekend
79,126501-AA-3810-DF,3/24/2020,5,1,1,Double,Yes,Call Center,Completed,Yes,The Chord,3/24/2020,Weekday
179.1,241009-7K-1386-GT,10/18/2020,8,2,1,Single,No,Walk-in,No-Show,No,The Sankey,10/18/2020,Weekend
288.55,484707-L9-0201-DG,6/22/2020,6,3,3,Executive Suite,Yes,Call Center,No-Show,Yes,The Sankey,6/22/2020,Weekend
199,645693-82-5205-YJ,9/27/2020,2,2,1,Double,No,Website,Completed,Yes,The Sankey,9/27/2020,Weekend
177.45,817605-NR-5299-UZ,5/28/2020,8,2,3,King,Yes,Phone App,Completed,Yes,The Sankey,5/28/2020,Weekday
218.9,608540-3I-2294-BK,9/14/2020,13,2,4,Suite,Yes,Travel Agent,Completed,Yes,The Sankey,9/14/2020,Weekend
169,607856-UF-2240-JX,2/28/2020,11,2,2,Double,No,Call Center,Completed,Yes,The Sankey,2/28/2020,Weekday
103.95,849360-GT-9639-PI,9/6/2020,8,1,1,King,No,Phone App,Completed,No,The Chord,9/6/2020,Weekend
152.1,826167-VZ-2930-MJ,9/17/2020,12,1,1,Single,Yes,Travel Agent,Completed,Yes,The Sankey,9/17/2020,Weekday
152.1,769940-5O-5483-AH,2/13/2020,9,1,3,Single,No,Website,Completed,Yes,The Sankey,2/13/2020,Weekday
100.98,422232-RS-4051-NC,3/2/2020,7,1,4,Queen,No,Call Center,Completed,Yes,The Marimekko,3/2/2020,Weekend
152.1,133034-E1-9731-UM,8/6/2020,7,1,2,Single,No,Call Center,Completed,Yes,The Sankey,8/6/2020,Weekday
152.1,992746-DK-9139-ZW,7/1/2020,12,3,1,Single,No,Phone App,Completed,Yes,The Sankey,7/1/2020,Weekday
199,955585-GP-6892-KT,4/19/2020,7,1,3,Double,No,Travel Agent,Completed,Yes,The Sankey,4/19/2020,Weekend
288.55,191783-8R-4329-BQ,2/23/2020,11,4,3,Executive Suite,No,Travel Agent,Completed,Yes,The Sankey,2/23/2020,Weekend
185.9,970392-TV-6790-ZK,10/3/2020,6,2,2,Suite,No,Travel Agent,Completed,Yes,The Sankey,10/3/2020,Weekday
71.1,296834-SE-1621-IY,10/14/2020,1,2,1,Single,No,Phone App,Completed,Yes,The Chord,10/14/2020,Weekday
98.1,511538-66-7250-HO,2/5/2020,3,3,1,Single,Yes,Call Center,Completed,Yes,The Marimekko,2/5/2020,Weekday
108.9,008050-TK-3966-FY,9/6/2020,14,4,4,Suite,Yes,Website,Completed,Yes,The Marimekko,9/6/2020,Weekend
71.1,676742-V3-3516-PZ,1/29/2020,12,3,3,Single,No,Walk-in,Completed,No,The Chord,1/29/2020,Weekday
79,461690-6G-1848-UL,3/11/2020,4,3,1,Double,Yes,Call Center,Completed,No,The Chord,3/11/2020,Weekday
169,343368-5K-9677-AC,5/21/2020,9,1,1,Double,No,Website,Completed,Yes,The Sankey,5/21/2020,Weekday
218.9,890704-85-4448-YI,1/6/2020,7,3,3,Suite,No,Phone App,Completed,Yes,The Sankey,1/6/2020,Weekend
109,952930-7M-4222-FI,10/2/2020,6,4,2,Double,No,Travel Agent,Completed,Yes,The Marimekko,10/2/2020,Weekday
169,637933-XQ-6013-XA,8/25/2020,10,2,2,Double,Yes,Phone App,Completed,Yes,The Sankey,8/25/2020,Weekday
245.05,996913-NR-1142-EG,1/31/2020,12,1,1,Executive Suite,Yes,Travel Agent,Completed,Yes,The Sankey,1/31/2020,Weekday
208.95,068277-RW-4488-TQ,6/22/2020,12,3,1,King,Yes,Website,Completed,Yes,The Sankey,6/22/2020,Weekend
172.38,865185-7I-6160-OG,3/5/2020,8,3,4,Queen,No,Phone App,Completed,Yes,The Sankey,3/5/2020,Weekday
98.1,715031-7L-8449-PS,4/16/2020,6,3,1,Single,Yes,Travel Agent,Completed,Yes,The Marimekko,4/16/2020,Weekday
177.45,063235-AI-8997-NY,5/1/2020,2,3,2,King,No,Phone App,No-Show,Yes,The Sankey,5/1/2020,Weekday
185.9,701579-YK-2772-EB,2/26/2020,1,1,4,Suite,No,Travel Agent,Completed,Yes,The Sankey,2/26/2020,Weekday
152.1,399167-IY-7664-PK,1/28/2020,7,3,2,Single,Yes,Website,Completed,Yes,The Sankey,1/28/2020,Weekday
152.1,142499-CY-0389-PE,3/20/2020,9,2,4,Single,Yes,Website,Reduced,Yes,The Sankey,3/20/2020,Weekday
98.1,913002-D8-9765-SC,6/2/2020,3,1,2,Single,Yes,Travel Agent,Completed,Yes,The Marimekko,6/2/2020,Weekday
79,725200-Y7-5429-RF,6/4/2020,10,4,1,Double,Yes,Walk-in,Completed,No,The Chord,6/4/2020,Weekday
152.1,798737-DX-5496-KU,2/26/2020,14,4,2,Single,Yes,Travel Agent,Completed,Yes,The Sankey,2/26/2020,Weekday
169,184842-31-2136-VS,9/15/2020,7,3,3,Double,No,Phone App,Extended,Yes,The Sankey,9/15/2020,Weekday
100.98,060484-XE-8541-SP,6/7/2020,7,2,1,Queen,Yes,Website,No-Show,Yes,The Chord,6/7/2020,Weekend
152.1,553102-F9-7579-KW,9/25/2020,12,3,4,Single,No,Phone App,Completed,Yes,The Sankey,9/25/2020,Weekday
169,747947-BK-8752-DX,7/21/2020,4,2,2,Double,Yes,Phone App,Completed,Yes,The Sankey,7/21/2020,Weekday
98.1,265464-ID-1010-QG,6/12/2020,10,3,4,Single,No,Travel Agent,Completed,Yes,The Marimekko,6/12/2020,Weekday
111.18,457533-OQ-4418-NL,4/11/2020,2,1,3,Queen,No,Website,Completed,Yes,The Marimekko,4/11/2020,Weekday
185.9,337243-GF-1040-CK,1/16/2020,14,4,2,Suite,Yes,Travel Agent,Completed,Yes,The Sankey,1/16/2020,Weekday
185.9,806824-C9-5103-ZF,6/5/2020,9,2,4,Suite,No,Walk-in,Completed,No,The Sankey,6/5/2020,Weekday
103.95,317629-PC-8260-CH,5/25/2020,14,4,2,King,Yes,Call Center,Completed,Yes,The Chord,5/25/2020,Weekend
169,038026-7K-8087-JJ,8/21/2020,6,2,3,Double,No,Phone App,Completed,Yes,The Sankey,8/21/2020,Weekday
89.1,929787-7C-7997-JP,8/9/2020,3,2,1,Single,No,Travel Agent,Completed,Yes,The Marimekko,8/9/2020,Weekend
172.38,518949-EZ-1296-EY,5/22/2020,6,4,4,Queen,Yes,Website,Completed,Yes,The Sankey,5/22/2020,Weekday
109,753385-VF-7888-OH,8/8/2020,5,4,3,Double,Yes,Phone App,Completed,Yes,The Marimekko,8/8/2020,Weekday
169,993538-AA-9098-MX,5/7/2020,9,3,3,Double,Yes,Phone App,Completed,Yes,The Sankey,5/7/2020,Weekday
152.1,211695-BF-9731-LG,5/13/2020,4,4,4,Single,No,Website,Completed,Yes,The Sankey,5/13/2020,Weekday
89.1,039673-75-2583-VN,3/30/2020,4,4,3,Single,Yes,Travel Agent,Completed,Yes,The Marimekko,3/30/2020,Weekend
169,501627-HZ-2861-NT,1/14/2020,11,3,3,Double,No,Call Center,Completed,Yes,The Sankey,1/14/2020,Weekday
80.58,141123-3T-5610-HB,10/15/2020,13,4,2,Queen,No,Travel Agent,Completed,Yes,The Chord,10/15/2020,Weekday
143.55,484441-P0-8314-FG,4/20/2020,11,4,1,Executive Suite,No,Website,Completed,Yes,The Marimekko,4/20/2020,Weekend
80.58,473138-7W-5055-NL,1/16/2020,3,1,1,Queen,Yes,Travel Agent,Completed,Yes,The Chord,1/16/2020,Weekday
111.18,621141-30-8845-AR,1/24/2020,4,2,4,Queen,No,Call Center,Completed,Yes,The Marimekko,1/24/2020,Weekday
82.95,998910-C5-4110-VV,2/11/2020,14,3,4,King,No,Phone App,Completed,Yes,The Chord,2/11/2020,Weekday
202.98,895867-9M-4590-EO,8/30/2020,6,2,1,Queen,Yes,Phone App,Completed,No,The Sankey,8/30/2020,Weekend
179.1,578471-7F-7459-YY,1/6/2020,8,1,1,Single,Yes,Call Center,Completed,Yes,The Sankey,1/6/2020,Weekend
119.9,033516-W1-0138-EK,10/14/2020,6,4,3,Suite,No,Phone App,Completed,Yes,The Marimekko,10/14/2020,Weekday
179.1,017393-AN-3329-UL,2/3/2020,5,3,4,Single,No,Website,Completed,Yes,The Sankey,2/3/2020,Weekend
152.1,001178-8B-2240-OR,4/3/2020,11,2,2,Single,Yes,Call Center,Reduced,Yes,The Sankey,4/3/2020,Weekday
179.1,650981-23-6957-XO,8/3/2020,14,3,3,Single,Yes,Travel Agent,Completed,Yes,The Sankey,8/3/2020,Weekend
114.55,761916-IQ-6833-SJ,7/24/2020,12,1,1,Executive Suite,No,Call Center,Completed,Yes,The Chord,7/24/2020,Weekday
185.9,953802-50-5666-DW,6/19/2020,14,2,2,Suite,Yes,Call Center,Completed,No,The Sankey,6/19/2020,Weekday
109,448211-NY-1993-MF,8/4/2020,14,2,1,Double,No,Call Center,Completed,Yes,The Marimekko,8/4/2020,Weekday
109,846398-77-8121-KA,6/5/2020,8,4,3,Double,No,Walk-in,Completed,No,The Marimekko,6/5/2020,Weekday
185.9,852680-IX-1331-UP,1/2/2020,1,1,4,Suite,Yes,Travel Agent,Completed,Yes,The Sankey,1/2/2020,Weekday
98.1,587688-YL-5229-IT,6/4/2020,10,1,1,Single,No,Travel Agent,No-Show,Yes,The Marimekko,6/4/2020,Weekday
202.98,484152-NT-5136-QV,1/19/2020,14,2,2,Queen,Yes,Travel Agent,Completed,Yes,The Sankey,1/19/2020,Weekend
111.18,795201-0R-1091-OD,8/5/2020,5,3,2,Queen,Yes,Phone App,Completed,Yes,The Marimekko,8/5/2020,Weekday
177.45,855015-XR-1257-CJ,6/17/2020,6,3,1,King,Yes,Phone App,Completed,Yes,The Sankey,6/17/2020,Weekday
179.1,978477-LN-2145-WR,5/25/2020,2,3,4,Single,Yes,Travel Agent,Completed,Yes,The Sankey,5/25/2020,Weekend
179.1,285377-G5-3459-DS,5/18/2020,4,3,1,Single,No,Call Center,Completed,Yes,The Sankey,5/18/2020,Weekend
152.1,565388-70-9988-SS,6/19/2020,3,4,3,Single,Yes,Website,Completed,Yes,The Sankey,6/19/2020,Weekday
111.18,611729-KM-8808-GA,9/23/2020,14,4,2,Queen,Yes,Call Center,Completed,Yes,The Marimekko,9/23/2020,Weekday
172.38,601464-X7-8797-FR,9/16/2020,5,3,4,Queen,Yes,Phone App,Completed,Yes,The Sankey,9/16/2020,Weekday
158.05,414613-28-9807-BW,4/23/2020,10,2,1,Executive Suite,Yes,Call Center,Completed,Yes,The Marimekko,4/23/2020,Weekday
80.58,020132-OK-8515-UB,4/21/2020,9,3,1,Queen,Yes,Phone App,Completed,Yes,The Chord,4/21/2020,Weekday
179.1,474841-0H-1608-YP,7/19/2020,3,2,3,Single,Yes,Travel Agent,Completed,Yes,The Sankey,7/19/2020,Weekend
179.1,865528-DE-4012-KB,1/27/2020,5,4,2,Single,Yes,Call Center,Completed,Yes,The Sankey,1/27/2020,Weekend
79,792542-2I-0204-RV,4/17/2020,5,2,1,Double,No,Call Center,Completed,Yes,The Chord,4/17/2020,Weekday
82.95,388122-XS-1670-JC,6/3/2020,13,1,3,King,No,Phone App,Completed,Yes,The Chord,6/3/2020,Weekday
179.1,493247-6U-5549-ZF,5/25/2020,12,4,4,Single,No,Travel Agent,Completed,Yes,The Sankey,5/25/2020,Weekend
169,293323-W4-7204-YB,6/27/2020,5,3,1,Double,Yes,Phone App,Completed,No,The Sankey,6/27/2020,Weekday
169,217371-SX-9686-ZK,8/5/2020,14,3,3,Double,No,Website,Completed,Yes,The Sankey,8/5/2020,Weekday
100.98,906490-63-7745-ML,6/8/2020,3,3,3,Queen,Yes,Website,Completed,Yes,The Marimekko,6/8/2020,Weekend
82.95,552279-ZZ-8818-AZ,8/1/2020,9,1,4,King,No,Website,Completed,Yes,The Chord,8/1/2020,Weekday
109,823985-39-6458-CO,5/9/2020,6,1,2,Double,Yes,Walk-in,Completed,No,The Marimekko,5/9/2020,Weekday
99,755499-IO-3073-FR,2/2/2020,3,2,3,Double,Yes,Website,Completed,Yes,The Chord,2/2/2020,Weekend
100.98,112241-RF-0485-YO,6/15/2020,7,3,1,Queen,Yes,Travel Agent,Reduced,Yes,The Marimekko,6/15/2020,Weekend
103.95,633423-CD-9025-BB,3/8/2020,14,4,1,King,Yes,Walk-in,Completed,No,The Marimekko,3/8/2020,Weekend
98.1,347918-O0-2169-YM,2/28/2020,9,2,4,Single,Yes,Phone App,Completed,Yes,The Marimekko,2/28/2020,Weekday
79,199581-V9-7596-XS,5/14/2020,10,4,3,Double,No,Call Center,Completed,Yes,The Chord,5/14/2020,Weekday
218.9,902467-8A-0268-OL,8/16/2020,13,4,3,Suite,Yes,Website,Completed,Yes,The Sankey,8/16/2020,Weekend
199,956649-RE-3103-MB,2/3/2020,8,4,2,Double,No,Travel Agent,Completed,Yes,The Sankey,2/3/2020,Weekend
79,076464-Z7-2938-KX,8/15/2020,13,4,1,Double,No,Travel Agent,No-Show,Yes,The Chord,8/15/2020,Weekday
79,411843-JI-1670-ZS,9/24/2020,7,2,2,Double,No,Website,Completed,Yes,The Chord,9/24/2020,Weekday
169,716743-D5-1861-WK,4/16/2020,5,4,2,Double,Yes,Travel Agent,Completed,Yes,The Sankey,4/16/2020,Weekday
119.9,596359-ER-8740-DG,4/11/2020,12,2,2,Suite,Yes,Phone App,Completed,Yes,The Marimekko,4/11/2020,Weekday
98.1,530976-0M-3918-ZH,3/27/2020,3,3,3,Single,Yes,Travel Agent,Completed,Yes,The Marimekko,3/27/2020,Weekday
80.58,213752-UJ-1699-HV,4/10/2020,3,4,2,Queen,Yes,Travel Agent,Completed,Yes,The Chord,4/10/2020,Weekday
172.38,732804-6V-4178-XP,3/27/2020,2,1,1,Queen,No,Call Center,Completed,Yes,The Sankey,3/27/2020,Weekday
199,756538-ZH-9126-YW,10/26/2020,13,1,3,Double,Yes,Website,Completed,Yes,The Sankey,10/26/2020,Weekend
199,235127-37-1236-PK,2/9/2020,1,4,3,Double,No,Phone App,Completed,Yes,The Sankey,2/9/2020,Weekend
108.9,152613-SC-0365-FI,1/6/2020,6,2,3,Suite,No,Walk-in,Completed,No,The Marimekko,1/6/2020,Weekend
98.1,904558-1U-4671-FE,4/30/2020,9,3,3,Single,No,Website,Completed,Yes,The Marimekko,4/30/2020,Weekday
114.55,433168-W3-5551-VG,10/23/2020,13,2,1,Executive Suite,No,Phone App,Completed,Yes,The Chord,10/23/2020,Weekday
169,347341-3S-0715-NL,10/22/2020,3,1,2,Double,No,Website,Completed,No,The Sankey,10/22/2020,Weekday
177.45,368748-HI-0263-KO,10/24/2020,14,1,4,King,Yes,Walk-in,Completed,No,The Sankey,10/24/2020,Weekday
71.1,776340-2G-0261-YS,10/16/2020,1,2,2,Single,Yes,Walk-in,Completed,No,The Chord,10/16/2020,Weekday
179.1,274665-ZI-5916-UX,1/20/2020,11,4,2,Single,Yes,Phone App,Completed,No,The Sankey,1/20/2020,Weekend
172.38,280533-ID-2876-GI,7/7/2020,2,2,2,Queen,No,Website,Completed,Yes,The Sankey,7/7/2020,Weekday
103.95,627186-7C-1073-KM,8/17/2020,12,3,3,King,No,Walk-in,No-Show,No,The Marimekko,8/17/2020,Weekend
169,156375-1F-4868-XW,10/6/2020,11,4,1,Double,No,Phone App,Completed,Yes,The Sankey,10/6/2020,Weekday
114.45,042695-WD-7958-BU,7/2/2020,2,2,4,King,Yes,Website,Completed,Yes,The Marimekko,7/2/2020,Weekday
109,033013-2T-3077-PY,2/12/2020,1,2,3,Double,No,Website,Completed,Yes,The Marimekko,2/12/2020,Weekday
108.9,273185-AR-8150-VW,1/26/2020,5,4,1,Suite,Yes,Phone App,Completed,Yes,The Marimekko,1/26/2020,Weekend
86.9,725896-W6-3961-YN,4/17/2020,3,3,4,Suite,No,Travel Agent,Completed,Yes,The Chord,4/17/2020,Weekday
169,221369-MO-5013-UO,8/29/2020,1,4,1,Double,Yes,Travel Agent,Completed,Yes,The Sankey,8/29/2020,Weekday
185.9,190712-R0-0126-TC,2/1/2020,2,3,1,Suite,No,Phone App,Completed,Yes,The Sankey,2/1/2020,Weekday
89.1,510127-I0-8121-PU,8/24/2020,11,2,4,Single,Yes,Phone App,Completed,Yes,The Chord,8/24/2020,Weekend
202.98,886992-SS-3271-BY,10/26/2020,5,2,4,Queen,No,Phone App,Completed,No,The Sankey,10/26/2020,Weekend
152.1,028359-HT-0165-WJ,8/6/2020,10,1,3,Single,No,Travel Agent,Completed,Yes,The Sankey,8/6/2020,Weekday
99,570962-IT-8890-ZH,10/19/2020,4,1,1,Double,No,Phone App,Completed,No,The Marimekko,10/19/2020,Weekend
177.45,779886-TH-3974-CN,1/9/2020,1,3,1,King,No,Phone App,Completed,Yes,The Sankey,1/9/2020,Weekday
245.05,033504-DL-7884-IO,10/15/2020,14,1,2,Executive Suite,Yes,Travel Agent,Completed,Yes,The Sankey,10/15/2020,Weekday
177.45,180450-ZI-6545-ST,7/18/2020,5,3,3,King,Yes,Phone App,Completed,Yes,The Sankey,7/18/2020,Weekday
71.1,853773-73-7330-WM,10/27/2020,14,1,2,Single,No,Website,Completed,Yes,The Chord,10/27/2020,Weekday
208.95,706480-7M-6325-GB,1/6/2020,6,3,3,King,No,Call Center,Completed,Yes,The Sankey,1/6/2020,Weekend
99,840687-PE-1897-VX,8/3/2020,1,1,3,Double,Yes,Travel Agent,Completed,Yes,The Marimekko,8/3/2020,Weekend
152.1,707443-SC-8479-PW,4/9/2020,8,4,3,Single,Yes,Phone App,Completed,Yes,The Sankey,4/9/2020,Weekday
177.45,919459-35-5517-FN,2/26/2020,5,1,3,King,Yes,Travel Agent,Completed,Yes,The Sankey,2/26/2020,Weekday
86.9,794049-1P-8548-PY,8/20/2020,3,3,4,Suite,No,Phone App,Completed,Yes,The Chord,8/20/2020,Weekday
119.9,627167-AM-0532-JR,3/5/2020,1,2,2,Suite,Yes,Phone App,Completed,Yes,The Marimekko,3/5/2020,Weekday
152.1,565892-SQ-2938-YU,4/1/2020,8,2,4,Single,No,Phone App,Completed,No,The Sankey,4/1/2020,Weekday
100.98,376433-7M-4620-NT,1/5/2020,14,2,1,Queen,Yes,Travel Agent,Completed,Yes,The Chord,1/5/2020,Weekend
109,685275-VA-0937-AC,6/27/2020,9,1,3,Double,Yes,Travel Agent,Completed,Yes,The Marimekko,6/27/2020,Weekday
185.9,576687-YP-3471-JD,7/28/2020,4,2,3,Suite,No,Phone App,Completed,Yes,The Sankey,7/28/2020,Weekday
185.9,882696-7B-4370-AD,7/11/2020,12,3,3,Suite,No,Call Center,Completed,Yes,The Sankey,7/11/2020,Weekday
79,722662-C3-9727-UE,9/15/2020,1,3,2,Double,No,Phone App,Completed,Yes,The Chord,9/15/2020,Weekday
108.9,198264-KQ-9105-BJ,6/28/2020,11,4,3,Suite,Yes,Phone App,Reduced,No,The Marimekko,6/28/2020,Weekend
245.05,027050-GH-1501-VQ,8/25/2020,13,2,2,Executive Suite,No,Travel Agent,Completed,Yes,The Sankey,8/25/2020,Weekday
86.9,519745-3V-2045-DZ,5/26/2020,12,3,4,Suite,No,Travel Agent,Completed,Yes,The Chord,5/26/2020,Weekday
103.95,126067-D1-6113-RA,7/27/2020,13,4,2,King,No,Website,Completed,No,The Chord,7/27/2020,Weekend
185.9,252221-QS-2222-ET,4/9/2020,11,4,3,Suite,Yes,Phone App,Completed,Yes,The Sankey,4/9/2020,Weekday
245.05,195194-H9-0721-UY,1/8/2020,10,2,2,Executive Suite,Yes,Travel Agent,Completed,Yes,The Sankey,1/8/2020,Weekday
218.9,870339-J5-1445-KJ,1/20/2020,5,2,3,Suite,Yes,Walk-in,Completed,No,The Sankey,1/20/2020,Weekend
119.9,413693-75-3407-AX,9/8/2020,8,4,2,Suite,Yes,Walk-in,Completed,No,The Marimekko,9/8/2020,Weekday
179.1,754578-LM-9489-XW,6/22/2020,7,2,2,Single,No,Travel Agent,Completed,Yes,The Sankey,6/22/2020,Weekend
288.55,838584-BY-8043-LB,7/6/2020,2,3,1,Executive Suite,Yes,Call Center,Completed,Yes,The Sankey,7/6/2020,Weekend
179.1,150015-SP-7484-SE,2/9/2020,3,2,4,Single,Yes,Walk-in,Completed,No,The Sankey,2/9/2020,Weekend
143.55,020262-X4-1239-WR,6/1/2020,8,4,1,Executive Suite,No,Phone App,Completed,Yes,The Chord,6/1/2020,Weekend
152.1,681108-9W-4606-UL,1/18/2020,14,1,4,Single,Yes,Call Center,Completed,No,The Sankey,1/18/2020,Weekday
288.55,204097-9Z-8700-QW,9/7/2020,11,2,1,Executive Suite,No,Phone App,Completed,Yes,The Sankey,9/7/2020,Weekend
169,297782-3J-0397-LF,7/10/2020,5,1,3,Double,Yes,Travel Agent,Completed,Yes,The Sankey,7/10/2020,Weekday
288.55,073120-9S-5229-RR,6/14/2020,5,2,4,Executive Suite,Yes,Phone App,Completed,Yes,The Sankey,6/14/2020,Weekend
80.58,049371-OF-1743-JF,5/28/2020,12,3,3,Queen,No,Call Center,No-Show,Yes,The Chord,5/28/2020,Weekday
169,394098-EW-9616-DE,1/18/2020,5,1,4,Double,No,Phone App,Completed,Yes,The Sankey,1/18/2020,Weekday
152.1,241877-VV-0032-QM,2/25/2020,2,2,3,Single,Yes,Call Center,Completed,Yes,The Sankey,2/25/2020,Weekday
169,272692-RD-7595-GW,1/4/2020,13,3,3,Double,Yes,Phone App,Completed,Yes,The Sankey,1/4/2020,Weekday
185.9,133356-CV-1244-IJ,8/12/2020,12,3,3,Suite,Yes,Walk-in,Completed,No,The Sankey,8/12/2020,Weekday
169,092369-Y0-3107-BP,9/1/2020,1,1,3,Double,No,Phone App,Completed,Yes,The Sankey,9/1/2020,Weekday
185.9,203520-BC-2468-TO,10/8/2020,10,1,3,Suite,Yes,Travel Agent,Completed,Yes,The Sankey,10/8/2020,Weekday
82.95,855765-AE-7786-GY,1/11/2020,11,4,2,King,No,Website,Completed,Yes,The Chord,1/11/2020,Weekday
218.9,564078-3Y-5790-SG,7/26/2020,6,2,2,Suite,No,Phone App,Completed,Yes,The Sankey,7/26/2020,Weekend
99,138864-DZ-3492-LC,9/6/2020,14,3,2,Double,No,Travel Agent,Completed,Yes,The Chord,9/6/2020,Weekend
152.1,172387-MC-4372-OV,3/27/2020,3,1,4,Single,No,Phone App,Completed,Yes,The Sankey,3/27/2020,Weekday
185.9,763238-Q9-1275-LU,6/5/2020,10,1,2,Suite,No,Walk-in,Completed,No,The Sankey,6/5/2020,Weekday
152.1,123393-29-3914-NF,2/18/2020,11,1,1,Single,Yes,Phone App,Completed,Yes,The Sankey,2/18/2020,Weekday
185.9,696767-U1-8913-ZT,3/4/2020,13,2,3,Suite,No,Website,Completed,Yes,The Sankey,3/4/2020,Weekday
114.55,280532-WE-2169-DM,10/16/2020,8,3,3,Executive Suite,Yes,Website,Completed,Yes,The Chord,10/16/2020,Weekday
108.9,659709-QK-6503-OM,6/8/2020,6,2,1,Suite,Yes,Phone App,Completed,Yes,The Marimekko,6/8/2020,Weekend
158.05,658233-WJ-0626-UX,7/2/2020,14,4,1,Executive Suite,Yes,Website,Completed,Yes,The Marimekko,7/2/2020,Weekday
169,473876-OL-0857-AO,8/1/2020,10,2,1,Double,Yes,Website,Completed,Yes,The Sankey,8/1/2020,Weekday
98.1,995080-ZZ-7426-ZX,3/10/2020,2,1,4,Single,Yes,Website,Completed,Yes,The Marimekko,3/10/2020,Weekday
152.1,214201-ES-6588-BX,5/22/2020,14,2,2,Single,Yes,Phone App,Completed,No,The Sankey,5/22/2020,Weekday
152.1,926549-QF-2004-PR,6/12/2020,11,3,3,Single,Yes,Travel Agent,Completed,Yes,The Sankey,6/12/2020,Weekday
79,251072-F0-5906-JP,7/21/2020,7,1,1,Double,No,Call Center,Completed,Yes,The Chord,7/21/2020,Weekday
80.58,590081-H3-2821-PV,1/10/2020,2,3,3,Queen,Yes,Travel Agent,Completed,Yes,The Chord,1/10/2020,Weekday
245.05,020313-KN-6722-GQ,8/28/2020,5,3,3,Executive Suite,Yes,Website,Completed,Yes,The Sankey,8/28/2020,Weekday
177.45,073660-IV-1676-FB,1/7/2020,1,4,3,King,Yes,Phone App,Completed,Yes,The Sankey,1/7/2020,Weekday
169,515034-1L-5978-CL,2/18/2020,1,3,4,Double,No,Phone App,No-Show,Yes,The Sankey,2/18/2020,Weekday
208.95,014697-75-5607-IJ,8/3/2020,6,2,3,King,Yes,Call Center,Completed,Yes,The Sankey,8/3/2020,Weekend
152.1,908726-DG-8505-PR,7/9/2020,7,1,4,Single,Yes,Phone App,Completed,Yes,The Sankey,7/9/2020,Weekday
185.9,203812-7D-2281-WM,1/1/2020,13,1,2,Suite,Yes,Walk-in,Completed,No,The Sankey,1/1/2020,Weekday
82.95,320193-NV-0216-OP,9/11/2020,9,1,2,King,No,Phone App,Completed,Yes,The Chord,9/11/2020,Weekday
