Question Number,Question Text,University,Sample Size,% Agree
Q04,My course has challenged me to achieve my best work,"University of the Arts, London",3991,0.7323
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,"University of the Arts, London",3991,0.7896
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,"University of the Arts, London",3991,0.8147
Q07,My course has provided me with opportunities to apply what I have learnt,"University of the Arts, London",3991,0.7681
Q08,The criteria used in marking have been clear in advance,"University of the Arts, London",3991,0.6974
Q09,Marking and assessment has been fair,"University of the Arts, London",3991,0.7116
Q10,Feedback on my work has been timely,"University of the Arts, London",3991,0.8104
Q11,I have received helpful comments on my work,"University of the Arts, London",3991,0.7759
Q12,I have been able to contact staff when I needed to,"University of the Arts, London",3991,0.8232
Q13,I have received sufficient advice and guidance in relation to my course,"University of the Arts, London",3991,0.7401
Q14,Good advice was available when I needed to make study choices on my course,"University of the Arts, London",3991,0.7261
Q15,The course is well organised and running smoothly,"University of the Arts, London",3991,0.5131
Q16,The timetable works efficiently for me,"University of the Arts, London",3991,0.6735
Q17,Any changes in the course or teaching have been communicated effectively,"University of the Arts, London",3991,0.6866
Q18,The IT resources and facilities provided have supported my learning well,"University of the Arts, London",3991,0.733
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well","University of the Arts, London",3991,0.916
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to","University of the Arts, London",3991,0.8068
Q21,I feel part of a community of staff and students,"University of the Arts, London",3991,0.6211
Q22,I have had the right opportunities to work with other students as part of my course,"University of the Arts, London",3991,0.7576
Q23,I have had the right opportunities to provide feedback on my course,"University of the Arts, London",3991,0.75
Q24,Staff value students’ views and opinions about the course,"University of the Arts, London",3991,0.7435
Q25,It is clear how students’ feedback on the course has been acted on,"University of the Arts, London",3991,0.5807
Q26,The students’ union (association or guild) effectively represents students’ academic interests,"University of the Arts, London",3991,0.5032
Q27,"Overall, I am satisfied with the quality of the course","University of the Arts, London",3991,0.7079
Q01,Staff are good at explaining things,Askham Bryan College,111,0.8646
Q02,Staff have made the subject interesting,Askham Bryan College,111,0.8438
Q03,The course is intellectually stimulating,Askham Bryan College,111,0.8333
Q04,My course has challenged me to achieve my best work,Askham Bryan College,111,0.7604
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,Askham Bryan College,111,0.7083
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,Askham Bryan College,111,0.8229
Q07,My course has provided me with opportunities to apply what I have learnt,Askham Bryan College,111,0.7292
Q08,The criteria used in marking have been clear in advance,Askham Bryan College,111,0.6
Q09,Marking and assessment has been fair,Askham Bryan College,111,0.6667
Q10,Feedback on my work has been timely,Askham Bryan College,111,0.5938
Q11,I have received helpful comments on my work,Askham Bryan College,111,0.6875
Q12,I have been able to contact staff when I needed to,Askham Bryan College,111,0.8021
Q13,I have received sufficient advice and guidance in relation to my course,Askham Bryan College,111,0.8021
Q14,Good advice was available when I needed to make study choices on my course,Askham Bryan College,111,0.8
Q15,The course is well organised and running smoothly,Askham Bryan College,111,0.5417
Q16,The timetable works efficiently for me,Askham Bryan College,111,0.7579
Q17,Any changes in the course or teaching have been communicated effectively,Askham Bryan College,111,0.6211
Q18,The IT resources and facilities provided have supported my learning well,Askham Bryan College,111,0.8229
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",Askham Bryan College,111,0.8125
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",Askham Bryan College,111,0.7766
Q21,I feel part of a community of staff and students,Askham Bryan College,111,0.6458
Q22,I have had the right opportunities to work with other students as part of my course,Askham Bryan College,111,0.8333
Q23,I have had the right opportunities to provide feedback on my course,Askham Bryan College,111,0.7604
Q24,Staff value students’ views and opinions about the course,Askham Bryan College,111,0.7053
Q25,It is clear how students’ feedback on the course has been acted on,Askham Bryan College,111,0.5208
Q26,The students’ union (association or guild) effectively represents students’ academic interests,Askham Bryan College,111,0.5056
Q27,"Overall, I am satisfied with the quality of the course",Askham Bryan College,111,0.7708
Q01,Staff are good at explaining things,Assemblies of God Incorporated,18,1
Q02,Staff have made the subject interesting,Assemblies of God Incorporated,18,0.8571
Q03,The course is intellectually stimulating,Assemblies of God Incorporated,18,1
Q04,My course has challenged me to achieve my best work,Assemblies of God Incorporated,18,0.8571
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,Assemblies of God Incorporated,18,0.9286
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,Assemblies of God Incorporated,18,0.6429
Q07,My course has provided me with opportunities to apply what I have learnt,Assemblies of God Incorporated,18,0.7143
Q08,The criteria used in marking have been clear in advance,Assemblies of God Incorporated,18,0.7857
Q09,Marking and assessment has been fair,Assemblies of God Incorporated,18,0.7857
Q10,Feedback on my work has been timely,Assemblies of God Incorporated,18,0.7857
Q11,I have received helpful comments on my work,Assemblies of God Incorporated,18,0.6429
Q12,I have been able to contact staff when I needed to,Assemblies of God Incorporated,18,0.8571
Q13,I have received sufficient advice and guidance in relation to my course,Assemblies of God Incorporated,18,0.7857
Q14,Good advice was available when I needed to make study choices on my course,Assemblies of God Incorporated,18,0.7143
Q15,The course is well organised and running smoothly,Assemblies of God Incorporated,18,0.7143
Q16,The timetable works efficiently for me,Assemblies of God Incorporated,18,0.8571
