UKPRN,Provider name,Country of provider,Domicile,Level of qualification obtained,Mode of former study,Interim study,Age group,Activity,Academic year,Number
10001726,Coventry University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,10
10001883,De Montfort University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10006427,University for the Creative Arts,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,5
10007137,The University of Chichester,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10007141,The University of Central Lancashire,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10007761,Courtauld Institute of Art,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10007822,Cranfield University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10007842,University of Cumbria,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10007848,University of Chester,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10007851,University of Derby,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10024024,Central Film School London,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10001143,Canterbury Christ Church University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time employment,2021/22,0
10001478,"City, University of London",England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time employment,2021/22,0
10001726,Coventry University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time employment,2021/22,5
10001883,De Montfort University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time employment,2021/22,5
10006427,University for the Creative Arts,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time employment,2021/22,5
10007137,The University of Chichester,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time employment,2021/22,0
10007141,The University of Central Lancashire,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time employment,2021/22,0
10007761,Courtauld Institute of Art,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time employment,2021/22,0
10007822,Cranfield University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time employment,2021/22,0
10007842,University of Cumbria,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time employment,2021/22,0
10007848,University of Chester,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time employment,2021/22,0
10007851,University of Derby,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time employment,2021/22,0
10024024,Central Film School London,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time employment,2021/22,0
10001143,Canterbury Christ Church University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time further study,2021/22,0
10001478,"City, University of London",England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time further study,2021/22,0
10001726,Coventry University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time further study,2021/22,0
10001883,De Montfort University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time further study,2021/22,0
10006427,University for the Creative Arts,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time further study,2021/22,0
10007137,The University of Chichester,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time further study,2021/22,0
10007141,The University of Central Lancashire,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time further study,2021/22,0
10007761,Courtauld Institute of Art,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time further study,2021/22,0
10007822,Cranfield University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time further study,2021/22,0
10007842,University of Cumbria,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time further study,2021/22,0
10007848,University of Chester,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time further study,2021/22,0
10007851,University of Derby,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time further study,2021/22,0
10024024,Central Film School London,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Part-time further study,2021/22,0
10001143,Canterbury Christ Church University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total,2021/22,10
10001478,"City, University of London",England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total,2021/22,380
10001726,Coventry University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total,2021/22,660
10001883,De Montfort University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total,2021/22,175
10006427,University for the Creative Arts,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total,2021/22,165
10007137,The University of Chichester,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total,2021/22,10
10007141,The University of Central Lancashire,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total,2021/22,175
10007761,Courtauld Institute of Art,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total,2021/22,65
10007822,Cranfield University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total,2021/22,440
10007842,University of Cumbria,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total,2021/22,10
10007848,University of Chester,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total,2021/22,110
10007851,University of Derby,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total,2021/22,50
10024024,Central Film School London,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total,2021/22,0
10001143,Canterbury Christ Church University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total with known outcomes,2021/22,5
10001478,"City, University of London",England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total with known outcomes,2021/22,75
10001726,Coventry University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total with known outcomes,2021/22,150
10001883,De Montfort University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total with known outcomes,2021/22,35
10006427,University for the Creative Arts,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total with known outcomes,2021/22,25
10007137,The University of Chichester,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total with known outcomes,2021/22,0
10007141,The University of Central Lancashire,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total with known outcomes,2021/22,20
10007761,Courtauld Institute of Art,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total with known outcomes,2021/22,15
10007822,Cranfield University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total with known outcomes,2021/22,115
10007842,University of Cumbria,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total with known outcomes,2021/22,5
10007848,University of Chester,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total with known outcomes,2021/22,10
10007851,University of Derby,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total with known outcomes,2021/22,10
10024024,Central Film School London,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Total with known outcomes,2021/22,0
10001143,Canterbury Christ Church University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Unemployed,2021/22,0
10001478,"City, University of London",England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Unemployed,2021/22,5
10001726,Coventry University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Unemployed,2021/22,15
10001883,De Montfort University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Unemployed,2021/22,5
10006427,University for the Creative Arts,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Unemployed,2021/22,5
10007137,The University of Chichester,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Unemployed,2021/22,0
10007141,The University of Central Lancashire,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Unemployed,2021/22,5
10007761,Courtauld Institute of Art,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Unemployed,2021/22,0
10007822,Cranfield University,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Unemployed,2021/22,5
10007842,University of Cumbria,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Unemployed,2021/22,0
10007848,University of Chester,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Unemployed,2021/22,0
10007851,University of Derby,England,Non-UK,Postgraduate,Full-time,Exclude significant interim study,21-24 years,Unemployed,2021/22,0
